id,outbreak_number,start_weekday,who_region,country,location,start_date,end_date,total_suspected_cases,total_confirmed_cases,total_deaths,duration,right_censored,EpiPeriod,temporal_scale,spatial_scale,location_period_id,threshold.per.week,population,run_country,duplicated_at_same_spatial_scale,manually_selected,duplicated_at_different_spatial_scale,time_to_peak (weeks)
afr::cod::katanga::nyembahealthdistrict::lubuye_2,2,Monday,AFR,COD,afr::cod::katanga::nyembahealthdistrict::lubuye,2010-09-13,2011-01-02,85,,0,112,no,complete,weekly,admin3,15021,0,32307.5,COD,,yes,,4
afr::cod::katanga::nyembahealthdistrict::lubuye_4,4,Monday,AFR,COD,afr::cod::katanga::nyembahealthdistrict::lubuye,2011-10-10,2012-03-18,72,,0,161,no,complete,weekly,admin3,15021,0,36395,COD,,yes,|afr::cod::katanga::nyembahealthdistrict::lubuye_4,3
afr::cod::katanga::nyembahealthdistrict::tabacongo_1,1,Monday,AFR,COD,afr::cod::katanga::nyembahealthdistrict::tabacongo,2010-09-20,2011-01-30,86,,2,133,no,complete,weekly,admin3,15022,0,8703,COD,,yes,,3
afr::cod::katanga::nyembahealthdistrict::undugu_2,2,Monday,AFR,COD,afr::cod::katanga::nyembahealthdistrict::undugu,2011-08-29,2012-02-26,238,,0,182,no,complete,weekly,admin3,15023,0,27279.9,COD,,yes,|afr::cod::katanga::nyembahealthdistrict::undugu_2,18
afr::cod::katanga::nyembahealthdistrict::undugu_3,3,Monday,AFR,COD,afr::cod::katanga::nyembahealthdistrict::undugu,2012-08-13,2012-11-11,75,,0,91,no,complete,weekly,admin3,15023,0,29083,COD,,yes,,3
afr::cod::katanga::pwetohealthdistrict_1,1,Monday,AFR,COD,afr::cod::katanga::pwetohealthdistrict,2013-02-18,2013-08-18,654,,35,182,no,complete,weekly,admin2,14406,0,203142.4,COD,,yes,,3
afr::cod::kinshasa_1,1,Monday,AFR,COD,afr::cod::kinshasa,2017-12-18,2018-04-01,1090.25,,,105,yes,incomplete,weekly,admin1,9623,0,7276523,COD,,yes,|afr::cod::kinshasa::bandalungwahealthdistrict_1|afr::cod::kinshasa::binzameteohealthdistrict_2|afr::cod::kinshasa::bumbuhealthdistrict_1|afr::cod::kinshasa::kingabwahealthdistrict_6|afr::cod::kinshasa::kokolohealthdistrict_1|afr::cod::kinshasa::limetehealthdistrict_7,4
afr::cod::kinshasa::bandalungwahealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::bandalungwahealthdistrict,2018-01-01,2018-03-04,20,,0,63,yes,incomplete,weekly,admin2,14430,0,514564.6,COD,,yes,|afr::cod::kinshasa::bandalungwahealthdistrict_1,3
afr::cod::kinshasa::barumbuhealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::barumbuhealthdistrict,2012-01-09,2012-07-08,20,,1,182,no,complete,weekly,admin2,14431,0,120871.6,COD,,yes,,3
afr::cod::kinshasa::binzameteohealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::binzameteohealthdistrict,2012-05-28,2012-07-29,33,,0,63,no,complete,weekly,admin2,14432,0,497017.8,COD,,yes,,3
afr::cod::kinshasa::binzameteohealthdistrict_2,2,Monday,AFR,COD,afr::cod::kinshasa::binzameteohealthdistrict,2017-12-11,2018-02-25,393,,2,77,yes,incomplete,weekly,admin2,14432,0,561350.6,COD,,yes,|afr::cod::kinshasa::binzameteohealthdistrict_2,3
afr::cod::kinshasa::bumbuhealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::bumbuhealthdistrict,2018-01-01,2018-05-20,48,,1,140,yes,incomplete,weekly,admin2,14435,0,377147.4,COD,,yes,|afr::cod::kinshasa::bumbuhealthdistrict_1,3
afr::cod::kinshasa::gombehealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::gombehealthdistrict,2011-08-01,2011-09-25,11,,0,56,no,complete,weekly,admin2,14436,0,26511.9,COD,,yes,,5
afr::cod::kinshasa::gombehealthdistrict_2,2,Monday,AFR,COD,afr::cod::kinshasa::gombehealthdistrict,2018-09-03,2018-09-23,6,,1,21,yes,complete,weekly,admin2,14436,0,31401.6,COD,,yes,,3
afr::cod::kinshasa::kingabwahealthdistrict_4,4,Monday,AFR,COD,afr::cod::kinshasa::kingabwahealthdistrict,2011-06-20,2012-07-08,493.5,,8.5,385,no,complete,weekly,admin2,14442,0,113001.6,COD,,yes,,26
afr::cod::kinshasa::kingabwahealthdistrict_5,5,Monday,AFR,COD,afr::cod::kinshasa::kingabwahealthdistrict,2012-12-24,2013-02-17,31,,1,56,no,complete,weekly,admin2,14442,0,113995.2,COD,,yes,,3
afr::cod::kinshasa::kingabwahealthdistrict_6,6,Monday,AFR,COD,afr::cod::kinshasa::kingabwahealthdistrict,2018-01-29,2018-12-30,101,,1,336,yes,incomplete,weekly,admin2,14442,0,123263.9,COD,,yes,|afr::cod::kinshasa::kingabwahealthdistrict_6,4
afr::cod::kinshasa::kingasanihealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::kingasanihealthdistrict,2012-02-27,2012-09-02,42.16666667,,0,189,no,complete,weekly,admin2,14443,0,164167,COD,,yes,,8
afr::cod::kinshasa::kokolohealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::kokolohealthdistrict,2018-01-01,2018-04-15,45,,4,105,yes,incomplete,weekly,admin2,14449,0,59908.3,COD,,yes,|afr::cod::kinshasa::kokolohealthdistrict_1,4
afr::cod::kinshasa::limetehealthdistrict_2,2,Monday,AFR,COD,afr::cod::kinshasa::limetehealthdistrict,2011-11-28,2012-06-03,198,,2,189,no,complete,weekly,admin2,14451,0,207300.5,COD,,yes,,3
afr::cod::kinshasa::limetehealthdistrict_3,3,Monday,AFR,COD,afr::cod::kinshasa::limetehealthdistrict,2013-01-14,2013-03-17,20,,2,63,no,complete,weekly,admin2,14451,0,220440.1,COD,,yes,,3
afr::cod::kinshasa::limetehealthdistrict_7,7,Monday,AFR,COD,afr::cod::kinshasa::limetehealthdistrict,2018-02-12,2019-08-11,187,,5,546,yes,incomplete,weekly,admin2,14451,0,250602.7,COD,,yes,|afr::cod::kinshasa::limetehealthdistrict_7,48
afr::cod::kinshasa::malukuihealthdistrict_3,3,Monday,AFR,COD,afr::cod::kinshasa::malukuihealthdistrict,2011-09-05,2012-07-01,145.5,,3.5,301,no,complete,weekly,admin2,14455,0,57619.3,COD,,yes,,5
afr::cod::kinshasa::malukuiihealthdistrict_5,5,Monday,AFR,COD,afr::cod::kinshasa::malukuiihealthdistrict,2011-06-27,2012-12-30,356,,5,553,no,complete,weekly,admin2,14456,0,147849,COD,,yes,,3
afr::cod::kinshasa::masinaiihealthdistrict_2,2,Monday,AFR,COD,afr::cod::kinshasa::masinaiihealthdistrict,2012-01-09,2013-03-24,41.83333333,,1,441,no,complete,weekly,admin2,14458,0,371029.7,COD,,yes,,45
afr::cod::kinshasa::matetehealthdistrict_2,2,Monday,AFR,COD,afr::cod::kinshasa::matetehealthdistrict,2011-07-11,2012-09-16,61.16666667,,2.833333333,434,no,complete,weekly,admin2,14459,0,227067.6,COD,,yes,,35
afr::cod::kinshasa::montngafulaihealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::montngafulaihealthdistrict,2011-07-18,2011-10-30,11,,0,105,no,complete,weekly,admin2,14460,0,225319.5,COD,,yes,,3
afr::cod::kinshasa::montngafulaiihealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::montngafulaiihealthdistrict,2017-06-05,2017-08-06,60.16666667,,2,63,yes,incomplete,weekly,admin2,14461,0,130034.9,COD,,yes,,3
afr::cod::kinshasa::ngabahealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::ngabahealthdistrict,2011-07-18,2011-08-21,3.5,,0.5,35,no,complete,weekly,admin2,14464,0,145644.4,COD,,yes,,3
afr::cod::kinshasa::nselehealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::nselehealthdistrict,2011-09-19,2012-07-29,42.83333333,,0.5,315,no,complete,weekly,admin2,14466,0,140698.3,COD,,yes,,27
afr::cod::kinshasa::policehealthdistrict_1,1,Monday,AFR,COD,afr::cod::kinshasa::policehealthdistrict,2011-08-29,2012-07-29,90,,2,336,no,complete,weekly,admin2,14467,0,1602.6,COD,,yes,,30
afr::cod::kongocentral::bomabunguhealthdistrict_1,1,Monday,AFR,COD,afr::cod::kongocentral::bomabunguhealthdistrict,2012-02-13,2012-11-25,62.66666667,,2.833333333,287,no,complete,weekly,admin2,14472,0,54684.7,COD,,yes,,4
afr::cod::kongocentral::bomahealthdistrict_2,2,Monday,AFR,COD,afr::cod::kongocentral::bomahealthdistrict,2012-06-18,2012-11-18,43.5,,0.5,154,no,complete,weekly,admin2,14473,0,260373.3,COD,,yes,,8
afr::cod::kongocentral::gombematadihealthdistrict_1,1,Monday,AFR,COD,afr::cod::kongocentral::gombematadihealthdistrict,2017-06-26,2017-12-24,48,,1,182,yes,incomplete,weekly,admin2,14474,0,80574.1,COD,,yes,,17
afr::cod::kongocentral::kimpanguhealthdistrict_2,2,Monday,AFR,COD,afr::cod::kongocentral::kimpanguhealthdistrict,2017-07-03,2017-12-10,418,,12,161,yes,incomplete,weekly,admin2,14478,0,80589.4,COD,,yes,,10
afr::cod::kongocentral::kimpesehealthdistrict_5,5,Monday,AFR,COD,afr::cod::kongocentral::kimpesehealthdistrict,2017-03-13,2017-12-31,2272,,35,294,yes,incomplete,weekly,admin2,14479,0,106389.9,COD,,yes,,11
afr::cod::kongocentral::kitonahealthdistrict_1,1,Monday,AFR,COD,afr::cod::kongocentral::kitonahealthdistrict,2012-03-26,2012-10-28,95.5,,4,217,no,complete,weekly,admin2,14481,0,13781.4,COD,,yes,,18
afr::cod::kongocentral::kwilungongohealthdistrict_2,2,Monday,AFR,COD,afr::cod::kongocentral::kwilungongohealthdistrict,2017-06-19,2017-12-17,275,,7,182,yes,incomplete,weekly,admin2,14483,0,194662.6,COD,,yes,,3
afr::cod::kongocentral::matadihealthdistrict_2,2,Monday,AFR,COD,afr::cod::kongocentral::matadihealthdistrict,2012-06-11,2012-09-02,62.5,,1,84,no,complete,weekly,admin2,14487,0,136716.2,COD,,yes,,5
afr::cod::kongocentral::matadihealthdistrict_3,3,Monday,AFR,COD,afr::cod::kongocentral::matadihealthdistrict,2017-02-20,2017-07-02,160,,5.5,133,yes,incomplete,weekly,admin2,14487,0,139000.8,COD,,yes,,4
afr::cod::kongocentral::moandahealthdistrict_5,5,Monday,AFR,COD,afr::cod::kongocentral::moandahealthdistrict,2012-01-23,2012-11-18,941.1666667,,4.5,301,no,complete,weekly,admin2,14489,0,64354.6,COD,,yes,,3
afr::cod::kongocentral::moandahealthdistrict_6,6,Monday,AFR,COD,afr::cod::kongocentral::moandahealthdistrict,2016-12-12,2017-09-10,288,,7,273,yes,incomplete,weekly,admin2,14489,0,62947.2,COD,,yes,|afr::cod::kongocentral::moandahealthdistrict_6,5
afr::cod::kongocentral::nsonampanguhealthdistrict_1,1,Monday,AFR,COD,afr::cod::kongocentral::nsonampanguhealthdistrict,2017-05-29,2017-12-31,127,,8,217,yes,incomplete,weekly,admin2,14491,0,150877.6,COD,,yes,,21
afr::cod::kongocentral::nsonampanguhealthdistrict_2,2,Monday,AFR,COD,afr::cod::kongocentral::nsonampanguhealthdistrict,2019-11-04,2020-01-26,48,,3,84,yes,incomplete,weekly,admin2,14491,0,150543.4,COD,,yes,,3
afr::cod::kwilu::bandunduhealthdistrict_1,1,Monday,AFR,COD,afr::cod::kwilu::bandunduhealthdistrict,2017-06-19,2017-11-26,126.1666667,,12.83333333,161,yes,incomplete,weekly,admin2,14499,0,239376.6,COD,,yes,,8
afr::cod::kwilu::ipamuhealthdistrict_1,1,Monday,AFR,COD,afr::cod::kwilu::ipamuhealthdistrict,2017-08-21,2017-12-03,225,,16,105,yes,incomplete,weekly,admin2,14502,0,274359.7,COD,,yes,,3
afr::cod::kwilu::mokalahealthdistrict_3,3,Monday,AFR,COD,afr::cod::kwilu::mokalahealthdistrict,2017-07-24,2017-12-31,252.8333333,,20,161,yes,incomplete,weekly,admin2,14505,0,201430.1,COD,,yes,,5
afr::cod::lomami_1,1,Monday,AFR,COD,afr::cod::lomami,2018-10-15,2018-12-16,573,,,63,yes,complete,weekly,admin1,14507,0,3816640,COD,,yes,,3
afr::cod::lualaba::dilalahealthdistrict_1,1,Monday,AFR,COD,afr::cod::lualaba::dilalahealthdistrict,2019-12-09,2019-12-29,11,,0,21,yes,complete,weekly,admin2,14517,0,138657.8,COD,,yes,,3
afr::cod::lualaba::fungurumehealthdistrict_1,1,Monday,AFR,COD,afr::cod::lualaba::fungurumehealthdistrict,2017-10-30,2018-01-28,172,,5,91,yes,complete,weekly,admin2,14518,0,331472.1,COD,,yes,,5
afr::cod::lualaba::fungurumehealthdistrict_2,2,Monday,AFR,COD,afr::cod::lualaba::fungurumehealthdistrict,2018-12-10,2019-05-19,205,,10,161,yes,incomplete,weekly,admin2,14518,0,359747.3,COD,,yes,,7
afr::cod::lualaba::kanzenzehealthdistrict_1,1,Monday,AFR,COD,afr::cod::lualaba::kanzenzehealthdistrict,2018-12-24,2019-02-03,42,,0,42,yes,complete,weekly,admin2,14967,0,69864.8,COD,,yes,,3
afr::cod::lualaba::manikahealthdistrict_1,1,Monday,AFR,COD,afr::cod::lualaba::manikahealthdistrict,2019-02-04,2019-03-31,109,,9,56,yes,complete,weekly,admin2,14969,0,117227.5,COD,,yes,,5
afr::cod::lualaba::manikahealthdistrict_2,2,Monday,AFR,COD,afr::cod::lualaba::manikahealthdistrict,2019-11-25,2019-12-29,120,,7,35,yes,complete,weekly,admin2,14969,0,117227.5,COD,,yes,,4
afr::cod::maindombe::mushiehealthdistrict_1,1,Monday,AFR,COD,afr::cod::maindombe::mushiehealthdistrict,2017-06-26,2017-10-01,73,,6,98,yes,incomplete,weekly,admin2,14536,0,106226.1,COD,,yes,,3
afr::cod::maindombe::niokihealthdistrict_1,1,Monday,AFR,COD,afr::cod::maindombe::niokihealthdistrict,2017-09-04,2017-09-24,12,,0,21,yes,complete,weekly,admin2,14537,0,74552.2,COD,,yes,,3
afr::cod::maindombe::yumbihealthdistrict_2,2,Monday,AFR,COD,afr::cod::maindombe::yumbihealthdistrict,2016-05-16,2016-11-06,201,,4,175,yes,incomplete,weekly,admin2,14529,0,119300.6,COD,,yes,,14
afr::cod::maindombe::yumbihealthdistrict_3,3,Monday,AFR,COD,afr::cod::maindombe::yumbihealthdistrict,2017-01-30,2017-07-23,610,,20,175,yes,incomplete,weekly,admin2,14529,0,122133.4,COD,,yes,,8
afr::cod::maniema::alungulihealthdistrict_1,1,Monday,AFR,COD,afr::cod::maniema::alungulihealthdistrict,2015-10-19,2016-01-24,153,,0,98,yes,incomplete,weekly,admin2,14544,0,67895.4,COD,,yes,,3
afr::cod::maniema::alungulihealthdistrict_4,4,Monday,AFR,COD,afr::cod::maniema::alungulihealthdistrict,2016-09-12,2017-04-02,460,,4,203,yes,incomplete,weekly,admin2,14544,0,67895.4,COD,,yes,,18
afr::cod::maniema::kailohealthdistrict_1,1,Monday,AFR,COD,afr::cod::maniema::kailohealthdistrict,2015-10-19,2015-11-15,31,,3,28,yes,complete,weekly,admin2,14548,0,134713.8,COD,,yes,,3
afr::cod::maniema::kailohealthdistrict_4,4,Monday,AFR,COD,afr::cod::maniema::kailohealthdistrict,2016-09-19,2017-03-12,126,,0,175,yes,incomplete,weekly,admin2,14548,0,139851,COD,,yes,,17
afr::cod::maniema::kailohealthdistrict_5,5,Monday,AFR,COD,afr::cod::maniema::kailohealthdistrict,2019-09-30,2019-11-03,45,,3,35,yes,complete,weekly,admin2,14548,0,158891.7,COD,,yes,,4
afr::cod::maniema::kinduhealthdistrict_1,1,Monday,AFR,COD,afr::cod::maniema::kinduhealthdistrict,2015-08-31,2016-02-21,2222,,29,175,yes,incomplete,weekly,admin2,14552,0,214795.5,COD,,yes,,4
afr::cod::maniema::kinduhealthdistrict_2,2,Monday,AFR,COD,afr::cod::maniema::kinduhealthdistrict,2016-12-05,2017-04-02,425,,0,119,yes,incomplete,weekly,admin2,14552,0,227141.4,COD,,yes,,5
afr::cod::maniema::lubutuhealthdistrict_1,1,Monday,AFR,COD,afr::cod::maniema::lubutuhealthdistrict,2011-08-29,2011-10-23,105.8333333,,1.333333333,56,no,complete,weekly,admin2,14554,0,111744.6,COD,,yes,,3
afr::cod::maniema::lubutuhealthdistrict_2,2,Monday,AFR,COD,afr::cod::maniema::lubutuhealthdistrict,2018-03-26,2018-06-24,55,,2,91,yes,incomplete,weekly,admin2,14554,0,146470.2,COD,,yes,,4
afr::cod::maniema::saramabilahealthdistrict_1,1,Monday,AFR,COD,afr::cod::maniema::saramabilahealthdistrict,2016-08-22,2016-12-18,367,,11,119,yes,incomplete,weekly,admin2,14560,0,195666.1,COD,,yes,,3
afr::cod::mongala::bingahealthdistrict_2,2,Monday,AFR,COD,afr::cod::mongala::bingahealthdistrict,2016-08-08,2017-05-14,79.5,,10.5,280,yes,incomplete,weekly,admin2,14218,0,156222.6,COD,,yes,,30
afr::cod::mongala::bosondjohealthdistrict_1,1,Monday,AFR,COD,afr::cod::mongala::bosondjohealthdistrict,2017-02-20,2017-04-02,16,,1,42,yes,incomplete,weekly,admin2,14229,0,124681.1,COD,,yes,,3
afr::cod::mongala::bumbahealthdistrict_1,1,Monday,AFR,COD,afr::cod::mongala::bumbahealthdistrict,2016-04-18,2016-06-05,162,,2,49,yes,complete,weekly,admin2,14233,0,99974,COD,,yes,,3
afr::cod::mongala::bumbahealthdistrict_2,2,Monday,AFR,COD,afr::cod::mongala::bumbahealthdistrict,2016-08-22,2017-05-14,476.5,,17,266,yes,incomplete,weekly,admin2,14233,0,99974,COD,,yes,,20
afr::cod::mongala::lolohealthdistrict_1,1,Monday,AFR,COD,afr::cod::mongala::lolohealthdistrict,2017-02-06,2017-04-02,85,,8,56,yes,incomplete,weekly,admin2,14249,0,135650.4,COD,,yes,,3
afr::cod::mongala::pimuhealthdistrict_1,1,Monday,AFR,COD,afr::cod::mongala::pimuhealthdistrict,2017-03-06,2017-04-09,27,,1,35,yes,incomplete,weekly,admin2,14265,0,208902.6,COD,,yes,,3
afr::cod::mongala::yamalukahealthdistrict_1,1,Monday,AFR,COD,afr::cod::mongala::yamalukahealthdistrict,2017-01-23,2017-04-16,273,,7,84,yes,incomplete,weekly,admin2,14565,0,272432.2,COD,,yes,,4
afr::cod::mongala::yambukuhealthdistrict_1,1,Monday,AFR,COD,afr::cod::mongala::yambukuhealthdistrict,2017-02-06,2017-06-04,101,,7,119,yes,incomplete,weekly,admin2,14566,0,138904.9,COD,,yes,,6
afr::cod::nordkivu_3,3,Monday,AFR,COD,afr::cod::nordkivu,2017-06-26,2018-02-18,15870.83333,,,238,no,complete,weekly,admin1,7255,0,8211783,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict_9|afr::cod::nordkivu::iteberohealthdistrict_1|afr::cod::nordkivu::karisimbihealthdistrict_5|afr::cod::nordkivu::kibuahealthdistrict_2|afr::cod::nordkivu::kirotshehealthdistrict_7|afr::cod::nordkivu::masisihealthdistrict_6|afr::cod::nordkivu::mwesohealthdistrict_11|afr::cod::nordkivu::nyiragongohealthdistrict_1|afr::cod::nordkivu::pingahealthdistrict_5|afr::cod::nordkivu::rutshuruhealthdistrict_8|afr::cod::nordkivu::walikalehealthdistrict_2,13
afr::cod::nordkivu_4,4,Monday,AFR,COD,afr::cod::nordkivu,2019-12-23,2020-01-26,1242,,,35,yes,complete,weekly,admin1,7255,0,8967345,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict_10|afr::cod::nordkivu::karisimbihealthdistrict_7|afr::cod::nordkivu::kibuahealthdistrict_4|afr::cod::nordkivu::nyiragongohealthdistrict_4,3
afr::cod::nordkivu::alimbongohealthdistrict_1,1,Monday,AFR,COD,afr::cod::nordkivu::alimbongohealthdistrict,2016-08-15,2016-11-20,127,,5,98,yes,incomplete,weekly,admin2,14572,0,305475.7,COD,,yes,,3
afr::cod::nordkivu::binzahealthdistrict_1,1,Monday,AFR,COD,afr::cod::nordkivu::binzahealthdistrict,2019-03-04,2019-08-11,507,,8,161,yes,incomplete,weekly,admin2,14575,0,258381.2,COD,,yes,,3
afr::cod::nordkivu::birambizohealthdistrict_1,1,Monday,AFR,COD,afr::cod::nordkivu::birambizohealthdistrict,2014-06-16,2015-01-18,245.5,,4.5,217,yes,incomplete,weekly,admin2,14576,0,101140.8,COD,,yes,,4
afr::cod::nordkivu::gomahealthdistrict_1,1,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2010-01-18,2010-08-01,827,,1,196,no,complete,weekly,admin2,14578,0,85208.9,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::healafrica_4,8
afr::cod::nordkivu::gomahealthdistrict_2,2,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2012-01-23,2012-03-25,573,,4,63,no,complete,weekly,admin2,14578,0,88109.3,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::buhimba_1,3
afr::cod::nordkivu::gomahealthdistrict_3,3,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2012-07-23,2012-09-16,213,,1,56,no,complete,weekly,admin2,14578,0,88109.3,COD,,yes,,3
afr::cod::nordkivu::gomahealthdistrict_5,5,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2012-11-19,2013-03-24,808,,0,126,no,complete,weekly,admin2,14578,0,88109.3,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::buhimba_2|afr::cod::nordkivu::gomahealthdistrict::healafrica_5,12
afr::cod::nordkivu::gomahealthdistrict_6,6,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2013-09-02,2013-11-10,354,,0,70,yes,complete,weekly,admin2,14578,0,93289,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::buhimba_3,5
afr::cod::nordkivu::gomahealthdistrict_7,7,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2015-08-03,2015-11-01,373,,1,91,yes,complete,weekly,admin2,14578,0,100917.5,COD,,yes,,3
afr::cod::nordkivu::gomahealthdistrict_8,8,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2016-02-01,2016-03-06,134,,0,35,no,complete,weekly,admin2,14578,0,106696.5,COD,,yes,,3
afr::cod::nordkivu::gomahealthdistrict_9,9,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2017-06-26,2018-01-14,3286,,8,203,no,complete,weekly,admin2,14578,0,110854.5,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict_9,5
afr::cod::nordkivu::gomahealthdistrict_10,10,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict,2019-06-24,2020-01-26,1956,,,217,yes,complete,weekly,admin2,14578,0,122778.8,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict_10,9
afr::cod::nordkivu::gomahealthdistrict::buhimba_1,1,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict::buhimba,2012-01-23,2012-03-11,345,,0,49,no,complete,weekly,admin3,15025,0,14822.1,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::buhimba_1,3
afr::cod::nordkivu::gomahealthdistrict::buhimba_2,2,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict::buhimba,2013-01-14,2013-03-17,200,,0,63,no,complete,weekly,admin3,15025,0,16056.6,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::buhimba_2,4
afr::cod::nordkivu::gomahealthdistrict::buhimba_3,3,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict::buhimba,2013-09-02,2013-10-06,190,,0,35,yes,complete,weekly,admin3,15025,0,16056.6,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::buhimba_3,5
afr::cod::nordkivu::gomahealthdistrict::healafrica_4,4,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict::healafrica,2010-01-25,2011-01-16,662,,0,357,no,complete,weekly,admin3,15026,0,11644.7,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::healafrica_4,49
afr::cod::nordkivu::gomahealthdistrict::healafrica_5,5,Monday,AFR,COD,afr::cod::nordkivu::gomahealthdistrict::healafrica,2013-01-21,2013-05-26,190,,0,126,no,complete,weekly,admin3,15026,0,13082.5,COD,,yes,|afr::cod::nordkivu::gomahealthdistrict::healafrica_5,3
afr::cod::nordkivu::iteberohealthdistrict_1,1,Monday,AFR,COD,afr::cod::nordkivu::iteberohealthdistrict,2017-11-20,2018-02-04,547,,5,77,yes,incomplete,weekly,admin2,14579,0,116134,COD,,yes,|afr::cod::nordkivu::iteberohealthdistrict_1,4
afr::cod::nordkivu::karisimbihealthdistrict_1,1,Monday,AFR,COD,afr::cod::nordkivu::karisimbihealthdistrict,2010-02-08,2010-05-02,138,,0,84,no,complete,weekly,admin2,14581,0,136813,COD,,yes,|afr::cod::nordkivu::karisimbihealthdistrict::katoyi_1|afr::cod::nordkivu::karisimbihealthdistrict::majengo_2,3
afr::cod::nordkivu::karisimbihealthdistrict_2,2,Monday,AFR,COD,afr::cod::nordkivu::karisimbihealthdistrict,2012-01-30,2012-03-18,243,,3,49,no,complete,weekly,admin2,14581,0,150442.9,COD,,yes,,3
afr::cod::nordkivu::karisimbihealthdistrict_3,3,Monday,AFR,COD,afr::cod::nordkivu::karisimbihealthdistrict,2012-10-15,2012-11-25,270,,2,42,no,complete,weekly,admin2,14581,0,150442.9,COD,,yes,,3
afr::cod::nordkivu::karisimbihealthdistrict_4,4,Monday,AFR,COD,afr::cod::nordkivu::karisimbihealthdistrict,2014-06-09,2014-08-03,270.5,,3.5,56,no,complete,weekly,admin2,14581,0,166624.2,COD,,yes,,3
afr::cod::nordkivu::karisimbihealthdistrict_5,5,Monday,AFR,COD,afr::cod::nordkivu::karisimbihealthdistrict,2017-07-03,2017-11-26,2005,,4,147,yes,complete,weekly,admin2,14581,0,188341.6,COD,,yes,|afr::cod::nordkivu::karisimbihealthdistrict_5,5
afr::cod::nordkivu::karisimbihealthdistrict_7,7,Monday,AFR,COD,afr::cod::nordkivu::karisimbihealthdistrict,2019-05-20,2020-01-26,1357,,,252,yes,complete,weekly,admin2,14581,0,204453.2,COD,,yes,|afr::cod::nordkivu::karisimbihealthdistrict_7,4
afr::cod::nordkivu::karisimbihealthdistrict::katoyi_1,1,Monday,AFR,COD,afr::cod::nordkivu::karisimbihealthdistrict::katoyi,2010-01-25,2010-04-11,42,,0,77,no,complete,weekly,admin3,15028,0,8895.4,COD,,yes,|afr::cod::nordkivu::karisimbihealthdistrict::katoyi_1,3
afr::cod::nordkivu::karisimbihealthdistrict::majengo_2,2,Monday,AFR,COD,afr::cod::nordkivu::karisimbihealthdistrict::majengo,2010-02-08,2010-05-16,65,,0,98,no,complete,weekly,admin3,15027,0,12724.5,COD,,yes,|afr::cod::nordkivu::karisimbihealthdistrict::majengo_2,3
afr::cod::nordkivu::kaynahealthdistrict_1,1,Monday,AFR,COD,afr::cod::nordkivu::kaynahealthdistrict,2019-01-28,2019-04-28,365,,6,91,yes,incomplete,weekly,admin2,14584,0,464309.2,COD,,yes,,4
afr::cod::nordkivu::kibuahealthdistrict_2,2,Monday,AFR,COD,afr::cod::nordkivu::kibuahealthdistrict,2017-11-13,2018-06-03,1260,,35,203,yes,complete,weekly,admin2,14586,0,88653.3,COD,,yes,|afr::cod::nordkivu::kibuahealthdistrict_2,3
afr::cod::nordkivu::kibuahealthdistrict_4,4,Monday,AFR,COD,afr::cod::nordkivu::kibuahealthdistrict,2019-10-07,2020-01-26,345,,,112,yes,incomplete,weekly,admin2,14586,0,99000.2,COD,,yes,|afr::cod::nordkivu::kibuahealthdistrict_4,13
