"outbreak_number","start_weekday","country","location","temporal_scale","spatial_scale","population","area","who_region","start_date","end_date","total_suspected_cases","total_confirmed_cases","total_deaths","duration","right_censored","EpiPeriod","location_period_id","threshold","cfr","confirmed_prop","population_density","attack_rate","time_to_peak..weeks.","total_suspected_cases.1","mean_R0","definition","pop_cat","confirmed_attackrate","rural_urban"
1,"Monday","CMR","afr::cmr::farnorth::kolofatahealthdistrict","weekly","admin2",132744,767.4268161,"AFR","7/26/2010","10/17/2010",1382,NA,62,12,"no","complete","13063",51.2264207798469,4.5,NA,172.972845377744,10.41094071,8,1382,1.67,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::farnorth::kozahealthdistrict","weekly","admin2",68798,626.9786722,"AFR","6/14/2010","10/24/2010",825,NA,42,19,"no","complete","13064",5.81412250356115,5.1,NA,109.729410345962,11.99152009,9,825,1.85,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::farnorth::madahealthdistrict","weekly","admin2",52409,2362.267122,"AFR","8/9/2010","9/26/2010",334,NA,16,7,"no","complete","13065",94.8310404701483,4.8,NA,22.1858906268095,6.372938386,3,334,1.77,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::farnorth::magahealthdistrict","weekly","admin2",170177,1738.857891,"AFR","10/25/2010","1/2/2011",213,NA,4,10,"no","complete","13066",9.98959906450343,1.9,NA,97.8671120169187,1.25163237,4,213,2.38,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::farnorth::maroua1healthdistrict|maroua2healthdistrict|maroua3healthdistrict","weekly","admin2",1101968,4035.637166,"AFR","8/2/2010","9/26/2010",828,NA,61,8,"no","complete","13068|13069|13070",7.89496609701915,7.4,NA,273.059235672625,0.751382927,4,828,1.52,"old_definition",">1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::farnorth::mindifhealthdistrict","weekly","admin2",122106,986.3004425,"AFR","9/12/2011","10/16/2011",110,NA,1,5,"no","complete","13072",22.9308961066614,0.9,NA,123.802033070669,0.900855077,3,110,2.83,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::farnorth::mogodehealthdistrict","weekly","admin2",78226,758.0277016,"AFR","7/19/2010","10/24/2010",481,NA,36,14,"no","complete","13073",23.0102523457674,7.5,NA,103.196756312316,6.148825588,4,481,2.06,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::farnorth::mokolohealthdistrict","weekly","admin2",229798,943.4584514,"AFR","7/5/2010","9/19/2010",1753,NA,89,11,"no","complete","13074",58.007467427915,5.1,NA,243.569814504287,7.628432148,8,1753,1.51,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::farnorth::rouahealthdistrict","weekly","admin2",30381,297.6236093,"AFR","7/12/2010","10/3/2010",232,NA,38,12,"no","complete","13079",32.9153089101741,16.4,NA,102.078595416053,7.63628932,4,232,1.85,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::littoral::bonassamahealthdistrict","weekly","admin2",419550,118.4823736,"AFR","9/6/2010","10/10/2010",26,NA,0,5,"no","complete","13088",1.59694911214396,0,NA,3541.03304358514,0.061971104,3,26,2.17,"old_definition","100,000-1,000,000",NA,"Urban settings"
1,"Monday","CMR","afr::cmr::littoral::edeahealthdistrict","weekly","admin2",212047,5476.598179,"AFR","6/20/2011","8/14/2011",46,NA,1,8,"no","complete","13092",2.21648974048206,2.2,NA,38.7187434734748,0.216932175,4,46,2.12,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::littoral::logbabahealthdistrict","weekly","admin2",74558,12.59902777,"AFR","10/11/2010","11/21/2010",12,NA,0,6,"no","complete","13094",3.62134177418922,0,NA,5917.75820810021,0.160946702,3,12,2.04,"old_definition","10,000-100,000",NA,"Urban settings"
1,"Monday","CMR","afr::cmr::littoral::nylonhealthdistrict","weekly","admin2",76085,12.92689494,"AFR","9/27/2010","11/7/2010",25,NA,0,6,"no","complete","13106",5.65157389761451,0,NA,5885.79085334471,0.328579102,4,25,1.84,"old_definition","10,000-100,000",NA,"Urban settings"
1,"Monday","CMR","afr::cmr::north::garoua1healthdistrict","weekly","admin2",98207,429.4137305,"AFR","8/29/2011","10/9/2011",92,NA,4,6,"no","complete","13110",18.3286323785474,4.3,NA,228.700185915457,0.936790879,3,92,1.52,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::north::garoua2healthdistrict","weekly","admin2",69623,103.6343114,"AFR","8/29/2011","10/23/2011",60,NA,1,8,"no","complete","13111",13.3576547979834,1.7,NA,671.814180645967,0.86177451,3,60,1.91,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::north::golombehealthdistrict","weekly","admin2",76209,768.5359595,"AFR","9/20/2010","10/31/2010",22,NA,0,6,"no","complete","13112",6.16725058720099,0,NA,99.1612676778073,0.288679667,3,22,2.16,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::north::lagdohealthdistrict","weekly","admin2",159013,2420.910601,"AFR","5/23/2011","11/20/2011",468,NA,14,26,"no","complete","13114",5.03103519838001,3,NA,65.683135897012,2.943151832,8,468,1.84,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::north::reyboubahealthdistrict","weekly","admin2",152554,8106.365968,"AFR","7/18/2011","10/30/2011",265,NA,23,15,"no","complete","13119",9.37372995791654,8.7,NA,18.8190368658668,1.737088394,6,265,1.57,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::north::tchollirehealthdistrict","weekly","admin2",169901,15708.09464,"AFR","8/15/2011","10/23/2011",363,NA,3,10,"no","complete","13120",24.7202782797041,0.8,NA,10.816143134722,2.136532442,3,363,2.16,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::southwest","weekly","admin1",1955266,24764.28617,"AFR","11/4/2019","1/5/2020",377,NA,16,9,"yes","complete","9252",0.987077973022596,4.2,NA,78.9550720976828,0.192812628,5,377,2.59,"old_definition",">1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::southwest::muyukahealthdistrict","weekly","admin2",129191,513.2346081,"AFR","1/3/2011","3/6/2011",66,NA,1,9,"no","complete","13167",2.55435750168355,1.5,NA,251.71919032948,0.510868411,5,66,1.88,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::southwest::tombelhealthdistrict","weekly","admin2",58129,809.257191,"AFR","11/15/2010","1/16/2011",164,NA,2,9,"no","complete","13170",9.11765211856388,1.2,NA,71.8300691627713,2.821289419,7,164,2,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::west::kouoptamohealthdistrict","weekly","admin2",80583,436.7969619,"AFR","5/9/2011","6/26/2011",59,NA,2,7,"no","complete","13187",14.5191913927255,3.4,NA,184.486173277113,0.73216272,3,59,2.25,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","CMR","afr::cmr::west::mifihealthdistrict","weekly","admin2",354080,415.5618636,"AFR","5/30/2011","7/3/2011",17,NA,0,5,"no","complete","13191",1.49683687302305,0,NA,852.051237167471,0.048011677,3,17,2.08,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::bandundu::bolobohealthdistrict","weekly","admin2",229360,2442.089923,"AFR","5/30/2011","7/10/2011",1064,NA,48.5,6,"no","complete","14207",95.3522846180677,4.6,NA,93.9195554757629,4.638988196,3,1064,2.93,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::bandundu::bosobehealthdistrict","weekly","admin2",229360,2442.089923,"AFR","8/29/2011","10/2/2011",108,NA,10,5,"no","complete","14208",13.0798744332054,9.3,NA,93.9195554757629,0.470874742,3,108,2.58,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::bandundu::ipamuhealthdistrict","weekly","admin2",229360,2442.089923,"AFR","8/22/2011","9/25/2011",100,NA,10,5,"no","complete","14209",12.5130798744332,10,NA,93.9195554757629,0.435995131,3,100,1.53,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::bandundu::mokalahealthdistrict","weekly","admin2",161599,3216.6983,"AFR","10/3/2011","11/6/2011",16,NA,0,5,"no","complete","14752",3.27972326561427,0,NA,50.2375370422523,0.099010514,3,16,1.94,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::basuele::aketihealthdistrict","weekly","admin2",126809,14220.82121,"AFR","1/23/2017","3/12/2017",329,NA,8,7,"yes","complete","14211",39.6659543092367,2.4,NA,8.91713622774672,2.594446041,3,329,2.76,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::bangabolahealthdistrict","weekly","admin2",66790,2479.416524,"AFR","10/24/2011","11/27/2011",23,NA,2,5,"no","complete","14770",8.9833807456206,8.7,NA,26.9377893361172,0.344360592,3,23,1.95,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::basankusuhealthdistrict","weekly","admin2",183829,10441.7158,"AFR","10/24/2011","11/27/2011",11.5,NA,1,5,"no","complete","14215",1.63195143312535,8.7,NA,17.6052483634921,0.062557952,3,11.5,1.97,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::bingahealthdistrict","weekly","admin2",141239,4657.922099,"AFR","2/18/2013","5/19/2013",70,NA,1,13,"no","complete","14217",4.03571251566494,1.4,NA,30.3223190508751,0.495613324,4,70,1.96,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::equateur","weekly","admin2",1755759,102604.842,"AFR","12/5/2016","1/1/2017",56,NA,2,4,"yes","complete","7837",1.04228427705625,3.6,NA,17.1118532593228,0.031895038,3,56,1.6,"old_definition",">1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::irebuhealthdistrict","weekly","admin2",23566,1513.613552,"AFR","7/4/2016","8/28/2016",57,NA,6,8,"yes","complete","14245",28.4307901213613,10.5,NA,15.5693637711299,2.418709995,6,57,1.82,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::lilangabobangihealthdistrict","weekly","admin2",19512,5062.497321,"AFR","3/19/2012","6/3/2012",102,NA,4.5,11,"no","complete","14246",54.8380483804838,4.4,NA,3.8542242618206,5.227415704,6,102,1.6,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::lolangamampokohealthdistrict","weekly","admin2",39607,5174.223933,"AFR","4/2/2012","5/13/2012",71.5,NA,2,6,"no","complete","14248",36.6096902062767,2.8,NA,7.65467450053635,1.80520814,3,71.5,2.4,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::mawuyahealthdistrict","weekly","admin2",108384,3578.464974,"AFR","2/20/2012","3/25/2012",6.5,NA,1,5,"no","complete","14254",2.02981989961618,15.4,NA,30.287847104131,0.059971856,3,6.5,1.91,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::equateur::mbandakahealthdistrict","weekly","admin2",189849,1140.493013,"AFR","8/6/2012","12/2/2012",14.5,NA,1,17,"no","complete","14256",0.526734404711113,6.9,NA,166.462221018447,0.076376363,15,14.5,1.93,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::hautkatanga::kampembahealthdistrict","weekly","admin2",12543,726.6143498,"AFR","2/22/2016","5/29/2016",289,NA,4,14,"yes","complete","14276",55.8080204097903,1.4,NA,17.2622519820211,23.03988778,6,289,1.81,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::hautkatanga::kashobwehealthdistrict","weekly","admin2",245793,7339.234148,"AFR","1/6/2020","1/26/2020",44,NA,NA,3,"yes","complete","14519",5.98064224774505,NA,NA,33.49027910044,0.179011863,3,44,2.13,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::hautkatanga::kikulahealthdistrict","weekly","admin2",102776,2968.048169,"AFR","1/18/2016","3/20/2016",149,NA,2,9,"no","complete","14280",20.7246828053242,1.3,NA,34.6274703603033,1.449754035,3,149,1.5,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::hautkatanga::mufungasampwehealthdistrict","weekly","admin2",205287,10450.17274,"AFR","1/5/2015","2/22/2015",447,NA,21,7,"yes","complete","14290",32.6372347006873,4.7,NA,19.6443642710541,2.177434749,4,447,1.91,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::hautkatanga::pandahealthdistrict","weekly","admin2",11354,808.6933965,"AFR","1/4/2016","1/31/2016",14,NA,0,4,"yes","complete","14292",32.5876343138982,0,NA,14.0399316343373,1.233035017,3,14,1.87,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::hautkatanga::vanguhealthdistrict","weekly","admin2",1166,0.097231476,"AFR","12/31/2018","2/17/2019",30,NA,0,7,"no","complete","14296",403.087478559177,0,NA,11992.0014378883,25.72207266,3,30,1.99,"old_definition","<10,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::hautlomami::bukamahealthdistrict","weekly","admin2",285496,4951.289973,"AFR","2/2/2015","3/8/2015",76,NA,1,5,"no","complete","14298",6.65508448454619,1.3,NA,57.660933121842,0.266202476,3,76,1.41,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::hautlomami::butumbahealthdistrict","weekly","admin2",173189,4796.034234,"AFR","2/23/2015","4/12/2015",19,NA,1,7,"yes","complete","14299",2.13639434375162,5.3,NA,36.1108765179844,0.109706261,3,19,1.81,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::hautlomami::kabondodiandahealthdistrict","weekly","admin2",247088,4590.082683,"AFR","12/29/2014","2/15/2015",141,NA,3,7,"yes","complete","14300",6.8801398691964,2.1,NA,53.8308385849179,0.570645163,4,141,2.38,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::ituri::angumuhealthdistrict","weekly","admin2",56925,782.9955046,"AFR","6/20/2016","7/10/2016",9,NA,1,3,"yes","complete","14311",5.27009222661397,11.1,NA,72.7015668232739,0.158100749,3,9,1.89,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::ituri::fatakihealthdistrict","weekly","admin2",140430,392.9585943,"AFR","11/13/2017","12/17/2017",57,NA,2,5,"yes","complete","14315",10.467848750267,3.5,NA,357.365895636298,0.405894821,3,57,2.06,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::ituri::tchomiahealthdistrict","weekly","admin2",50278,929.6590887,"AFR","4/27/2015","6/7/2015",66,NA,1,6,"yes","complete","14332",25.8562393094395,1.5,NA,54.0821905697785,1.312700258,3,66,1.65,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::kasai::bulapehealthdistrict","weekly","admin2",161020,3989.67188,"AFR","11/13/2017","12/24/2017",39,NA,6,6,"yes","complete","14334",3.53993292758664,15.4,NA,40.3592086876077,0.24220495,4,39,2.1,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::kasai::ilebohealthdistrict","weekly","admin2",114754,1425.562736,"AFR","10/16/2017","11/26/2017",140,NA,6,6,"yes","complete","14336",23.5285915959357,4.3,NA,80.4973342120245,1.219999052,3,140,1.76,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::kasai::mushengehealthdistrict","weekly","admin2",242606,6270.026683,"AFR","10/16/2017","12/24/2017",387,NA,28,10,"yes","complete","14339",11.1291559153525,7.2,NA,38.692977281545,1.595178398,5,387,2.47,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::kasaicentral","weekly","admin1",6775011,57075.5126,"AFR","9/16/2019","10/20/2019",8.5,NA,0,5,"yes","complete","16826",0.041328346182759,0,NA,118.702587000506,0.001254611,3,8.5,1.94,"old_definition",">1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::kasaioriental::bibangahealthdistrict","weekly","admin2",7727,1919.492745,"AFR","10/15/2018","12/2/2018",82,NA,8,7,"yes","complete","14801",181.182865277598,9.8,NA,4.02554269617726,10.61097053,3,82,2.29,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::kasaioriental::dibindihealthdistrict","weekly","admin2",271863,4.679133518,"AFR","8/20/2018","10/7/2018",93.75,NA,2,7,"no","complete","14806",5.370351978754,2.1,NA,58101.1417934922,0.344842212,3,93.75,1.62,"old_definition","100,000-1,000,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::kasaioriental::mukumbihealthdistrict","weekly","admin2",272442,1488.037038,"AFR","8/12/2019","9/15/2019",58,NA,3,5,"yes","complete","14823",4.77165782074717,5.2,NA,183.088184663855,0.212889056,3,58,1.84,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::bukamahealthdistrict","weekly","admin2",263597,5494.055097,"AFR","4/9/2012","6/10/2012",266,NA,7,9,"no","complete","14357",7.70114986134137,2.6,NA,47.9785869173274,1.009114873,5,266,2.36,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::bunkeyahealthdistrict","weekly","admin2",59188,3414.436089,"AFR","2/10/2014","6/1/2014",76.5,NA,3,16,"no","complete","14982",3.37906332364668,3.9,NA,17.3346340236623,1.292485494,4,76.5,2.07,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::butumbahealthdistrict","weekly","admin2",85411,5478.209291,"AFR","5/24/2010","7/11/2010",203,NA,14.5,7,"no","complete","14983",29.2702345131189,7.1,NA,15.591043617176,2.376729781,4,203,2.04,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::butumbahealthdistrict::balongo","weekly","admin3",1098,173.106702,"AFR","5/24/2010","7/4/2010",38,NA,2,6,"no","complete","15009",701.275045537341,5.3,NA,6.34290866450682,34.59618246,3,38,1.82,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::butumbahealthdistrict::kilumbe","weekly","admin3",6434,200.7960875,"AFR","5/24/2010","7/11/2010",92,NA,5,7,"no","complete","15011",197.388871619521,5.4,NA,32.0424570025549,14.29800337,4,92,1.88,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kabondodiandahealthdistrict","weekly","admin2",214147,4590.083034,"AFR","4/30/2012","6/3/2012",129,NA,5,5,"no","complete","14361",14.6161281736377,3.9,NA,46.6542758407102,0.602387969,3,129,1.66,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kalemiehealthdistrict","weekly","admin2",215980,9371.316036,"AFR","3/8/2010","4/11/2010",122,NA,2,5,"no","complete","14364",15.4180942679878,1.6,NA,23.0469230970667,0.564866586,3,122,1.51,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kalemiehealthdistrict::bwanakutcha","weekly","admin3",9082,4.277449397,"AFR","1/18/2010","3/7/2010",21,NA,0,7,"no","complete","15012",36.3356088967188,0,NA,2123.22792325017,2.312113868,3,21,2.09,"old_definition","<10,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::katanga::kalemiehealthdistrict::clinique","weekly","admin3",8271,4.461559895,"AFR","3/8/2010","4/11/2010",46,NA,3,5,"no","complete","15013",145.085237577077,6.5,NA,1853.83592166255,5.561059737,3,46,1.86,"old_definition","<10,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::katanga::kalemiehealthdistrict::kataki","weekly","admin3",1421,1.303884142,"AFR","3/1/2010","4/11/2010",18,NA,0,6,"no","complete","15014",232.230823363828,0,NA,1089.82075494864,12.65825502,3,18,1.86,"old_definition","<10,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::katanga::kalemiehealthdistrict::mutakuya","weekly","admin3",19691,79.96225234,"AFR","11/29/2010","1/9/2011",30,NA,0,6,"no","complete","15016",25.3923112081662,0,NA,246.253693758822,1.523471881,4,30,1.89,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kamalondohealthdistrict","weekly","admin2",6213,141.2008973,"AFR","3/10/2014","4/13/2014",11,NA,0,5,"no","complete","14365",53.1144374698213,0,NA,44.0011368114727,1.770447716,3,11,1.99,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kampembahealthdistrict","weekly","admin2",8864,726.6143498,"AFR","1/7/2013","2/24/2013",607,NA,4,7,"no","complete","14368",899.142599277978,0.7,NA,12.1990434161393,68.47535669,3,607,2.65,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kansimbahealthdistrict::mpala","weekly","admin3",12009,392.2587945,"AFR","9/20/2010","10/24/2010",47,NA,0,5,"no","complete","15008",94.0960945957199,0,NA,30.6149923682591,3.9137145,3,47,2.13,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kapembahealthdistrict","weekly","admin2",8864,726.6143498,"AFR","1/7/2013","2/24/2013",607,NA,4,7,"no","complete","15024",899.142599277978,0.7,NA,12.1990434161393,68.47535669,3,607,2.65,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kapolowehealthdistrict","weekly","admin2",360853,4669.418326,"AFR","2/25/2013","6/16/2013",120,NA,3,16,"no","complete","14371",2.13383289040135,2.5,NA,77.2800753341627,0.332545299,4,120,2.28,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kasengahealthdistrict","weekly","admin2",266417,0.097231476,"AFR","12/17/2012","2/24/2013",268,NA,18,10,"no","complete","14372",7.9949853049918,6.7,NA,2740028.34226234,1.005939248,5,268,1.98,"old_definition","100,000-1,000,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::katanga::katubahealthdistrict","weekly","admin2",232817,206.9206907,"AFR","2/18/2013","3/31/2013",1063,NA,5,6,"no","complete","14374",80.3205951455435,0.5,NA,1125.15089338043,4.565817788,3,1063,1.52,"old_definition","100,000-1,000,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::katanga::kikulahealthdistrict","weekly","admin2",84414,2968.048169,"AFR","2/11/2013","6/9/2013",581,NA,20,17,"no","complete","14376",13.0310138128746,3.4,NA,28.4409130827688,6.882685965,7,581,1.88,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kilwahealthdistrict","weekly","admin2",529150,15041.32966,"AFR","2/25/2013","3/31/2013",142,NA,5,5,"no","complete","14378",6.48209392421809,3.5,NA,35.1797355660111,0.268354782,3,142,2.28,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kisangahealthdistrict","weekly","admin2",5277,143.2842653,"AFR","3/4/2013","5/5/2013",106,NA,1,9,"no","complete","14382",157.286336933864,0.9,NA,36.8288868910437,20.08351726,6,106,1.84,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::kitengehealthdistrict","weekly","admin2",94565,4657.769592,"AFR","9/10/2012","10/28/2012",57,NA,10,7,"no","complete","14383",8.45978956273463,17.5,NA,20.3026358715599,0.602756222,5,57,2.26,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::likasihealthdistrict","weekly","admin2",404815,269.5675011,"AFR","4/1/2013","6/23/2013",89,NA,3,12,"no","complete","14387",1.40805059101071,3.4,NA,1501.72034220782,0.219853208,7,89,1.75,"old_definition","100,000-1,000,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::katanga::lubudihealthdistrict","weekly","admin2",149253,7670.639157,"AFR","11/24/2014","12/28/2014",16,NA,2,5,"yes","complete","14389",1.80900886414343,12.5,NA,19.4577005833727,0.107199987,5,16,2.01,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::lukafuhealthdistrict","weekly","admin2",212523,7384.218389,"AFR","2/24/2014","6/22/2014",131.5,NA,9,17,"no","complete","14391",2.0233104181665,6.8,NA,28.7807034955233,0.618755239,9,131.5,1.83,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::mitwabahealthdistrict","weekly","admin2",221003,13847.25475,"AFR","10/27/2014","11/23/2014",36,NA,2,4,"yes","complete","14397",3.93659814572653,5.6,NA,15.9600587979361,0.162893475,3,36,2.35,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::mobahealthdistrict::mulungushi","weekly","admin3",9213,591.9924181,"AFR","11/1/2010","2/6/2011",28,NA,0,14,"no","complete","15018",35.8189514816021,0,NA,15.5626993155911,3.039047177,6,28,2.08,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::mufungasampwehealthdistrict","weekly","admin2",153183,0.097231476,"AFR","1/11/2010","2/14/2010",88,NA,3,5,"no","complete","14399",16.7773186319631,3.4,NA,1575446.61771873,0.574473952,3,88,1.67,"old_definition","100,000-1,000,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::katanga::mukangahealthdistrict","weekly","admin2",459755,4459.354341,"AFR","1/11/2010","2/14/2010",44,NA,1.5,5,"no","complete","14400",2.78409152700895,3.4,NA,103.09900600922,0.095702945,3,44,1.72,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::mulongohealthdistrict","weekly","admin2",277195,4200.032221,"AFR","9/10/2012","11/18/2012",218.5,NA,5.5,10,"no","complete","14401",3.42719024513429,2.5,NA,65.9983032068267,0.788252779,6,218.5,1.93,"old_definition","100,000-1,000,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::nyembahealthdistrict::kituku","weekly","admin3",21917,14.29865593,"AFR","11/14/2011","2/12/2012",209,NA,0,13,"no","complete","15020",31.9386777387416,0,NA,1532.80141205552,9.535941797,7,209,1.73,"old_definition","10,000-100,000",NA,"Urban settings"
1,"Monday","COD","afr::cod::katanga::nyembahealthdistrict::lubuye","weekly","admin3",32307,174.9544482,"AFR","9/13/2010","11/7/2010",78,NA,0,8,"no","complete","15021",14.5479307889931,0,NA,184.659494699261,2.41430169,4,78,1.87,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::nyembahealthdistrict::tabacongo","weekly","admin3",8702,249.7799254,"AFR","9/20/2010","11/7/2010",68,NA,1,7,"no","complete","15022",126.407722362675,1.5,NA,34.8386684240718,7.813403816,3,68,1.71,"old_definition","<10,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::nyembahealthdistrict::undugu","weekly","admin3",21945,43.4758356,"AFR","1/25/2010","4/4/2010",45,NA,0,10,"no","complete","15023",16.8603326498063,0,NA,504.763156294574,2.050508547,4,45,2,"old_definition","10,000-100,000",NA,"Rural settings"
1,"Monday","COD","afr::cod::katanga::tanganyika","weekly","admin2",3837424,130232.118,"AFR","11/28/2016","1/1/2017",1216,NA,21,5,"yes","complete","1952",5.42030278645258,1.7,NA,29.4660338703852,0.316879178,4,1216,1.42,"old_definition",">1,000,000",NA,"Rural settings"
