"country","year_month","has_data","outbreak_sCh","outbreak_deaths","outbreak_cCh","outbreak_duration","total_pop","outbreak_pop","outbreak_pop_censored","outbreak_number","outbreak_sl"
"CMR","2018-09","yes",448,NA,NA,0,0,2883205.5,2883205.5,0,"admin1"
"CMR","2019-10","yes",464,NA,NA,0,0,7523799.3,7523799.3,0,"admin1"
"CMR","2020-11","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-12","yes",3786,173,NA,0,0,1205462.1,1205462.1,0,"admin2"
"CMR","2011-01","yes",3713,65,NA,0,0,1727332.8,1727332.8,0,"admin2"
"CMR","2012-02","yes",1562,18,NA,0,0,405527.1,405527.1,0,"admin2"
"CMR","2013-03","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-04","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2015-05","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2016-06","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-07","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-08","yes",448,NA,NA,0,0,2883205.5,2883205.5,0,"admin1"
"CMR","2019-09","yes",328,11,NA,0,0,4521621,4521621,0,"admin1"
"CMR","2020-10","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-11","yes",7569,393,NA,0,0,2192988.9,2192988.9,0,"admin2"
"CMR","2011-12","yes",8516,161,NA,0,0,2856858.1,2856858.1,0,"admin2"
"CMR","2012-01","yes",3834,77,NA,0,0,1049967.5,1049967.5,0,"admin2"
"CMR","2013-02","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-03","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2015-04","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2016-05","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-06","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-07","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2019-08","yes",328,11,NA,0,0,4521621,4521621,0,"admin1"
"CMR","2020-09","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-10","yes",7415,425,NA,0,0,2006494.9,2006494.9,0,"admin2"
"CMR","2011-11","yes",12883,378,NA,0,0,5009995,5009995,0,"admin2"
"CMR","2012-12","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-01","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-02","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2015-03","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2016-04","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-05","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-06","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2019-07","yes",328,11,NA,0,0,4521621,4521621,0,"admin1"
"CMR","2020-08","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-09","yes",7376,425,NA,0,0,1855850.9,1855850.9,0,"admin2"
"CMR","2011-10","yes",16656,478,NA,0,0,6044724,6044724,0,"admin2"
"CMR","2012-11","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-12","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-01","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2015-02","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2016-03","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-04","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-05","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2019-06","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2020-07","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-08","yes",6838,395,NA,0,0,1449159.3,1449159.3,0,"admin2"
"CMR","2011-09","yes",17332,494,NA,0,0,6575781.3,6575781.3,0,"admin2"
"CMR","2012-10","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-11","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-12","yes",163,5,NA,0,0,136269.4,136269.4,0,"admin2"
"CMR","2015-01","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2016-02","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-03","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-04","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2019-05","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2020-06","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-07","yes",5394,310,NA,0,0,818510,818510,0,"admin2"
"CMR","2011-08","yes",15629,452,NA,0,0,5890674.4,5890674.4,0,"admin2"
"CMR","2012-09","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-10","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-11","yes",1993,90,NA,0,0,881353.9,881353.9,0,"admin2"
"CMR","2015-12","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2016-01","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-02","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-03","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2019-04","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2020-05","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-06","yes",1377,77,NA,0,0,347359.3,347359.3,0,"admin2"
"CMR","2011-07","yes",13232,419,NA,0,0,4353868.4,4353868.4,0,"admin2"
"CMR","2012-08","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-09","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-10","yes",2052,96,NA,0,0,1124228.3,1124228.3,0,"admin2"
"CMR","2015-11","yes",7,1,NA,0,0,140548.1,140548.1,0,"admin2"
"CMR","2016-12","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-01","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-02","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2019-03","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2020-04","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-05","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2011-06","yes",11473,367,NA,0,0,4117495.4,4117495.4,0,"admin2"
"CMR","2012-07","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-08","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-09","yes",2052,96,NA,0,0,1124228.3,1124228.3,0,"admin2"
"CMR","2015-10","yes",7,1,NA,0,0,140548.1,140548.1,0,"admin2"
"CMR","2016-11","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-12","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-01","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2019-02","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2020-03","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-04","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2011-05","yes",11493,353,NA,0,0,4629225.6,4629225.6,0,"admin2"
"CMR","2012-06","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-07","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-08","yes",1830,85,NA,0,0,745084.5,745084.5,0,"admin2"
"CMR","2015-09","yes",7,1,NA,0,0,140548.1,140548.1,0,"admin2"
"CMR","2016-10","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-11","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-12","yes",718,NA,NA,0,0,2949097.7,2949097.7,0,"admin2|admin1"
"CMR","2019-01","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2020-02","no",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-03","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2011-04","yes",10248,313,NA,0,0,3892720,3892720,0,"admin2"
"CMR","2012-05","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-06","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-07","yes",1805,85,NA,0,0,648976.5,648976.5,0,"admin2"
"CMR","2015-08","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2016-09","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-10","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-11","yes",718,NA,NA,0,0,2949097.7,2949097.7,0,"admin2|admin1"
"CMR","2019-12","yes",464,NA,NA,0,0,7523799.3,7523799.3,0,"admin1"
"CMR","2020-01","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2010-02","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2011-03","yes",6844,156,NA,0,0,3390591.9,3390591.9,0,"admin2"
"CMR","2012-04","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2013-05","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2014-06","yes",1604,71,NA,0,0,340993.4,340993.4,0,"admin2"
"CMR","2015-07","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2016-08","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2017-09","yes",0,NA,NA,0,0,0,0,0,NA
"CMR","2018-10","yes",718,NA,NA,0,0,2949097.7,2949097.7,0,"admin2|admin1"
"CMR","2019-11","yes",464,NA,NA,0,0,7523799.3,7523799.3,0,"admin1"
"CMR","2020-12","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-01","yes",1532,6.5,NA,0,0,1095086,1095086,0,"admin3|admin2"
"COD","2011-02","yes",7090,82.5,NA,0,0,2181044.1,2181044.1,0,"admin2|admin3"
"COD","2012-03","yes",15047.83333337,146.666666666,NA,0,0,5314051.9,5314051.9,0,"admin2|admin3"
"COD","2013-04","yes",10953.1666667,231.5,NA,0,0,5708476.1,5708476.1,0,"admin2|admin3"
"COD","2014-05","yes",3794.5,91,NA,0,0,1104517.9,1104517.9,0,"admin2"
"COD","2015-06","yes",70,1,NA,0,0,50278,50278,0,"admin2"
"COD","2016-07","yes",2137.5,63.5,NA,0,0,751049,751049,0,"admin2"
"COD","2017-08","yes",21972.33333,NA,NA,0,0,12861358.5,12861358.5,0,"admin1|admin2"
"COD","2018-09","yes",4684.5,NA,NA,0,0,4800125.2,4800125.2,0,"admin2|admin1"
"COD","2019-10","yes",10521.75,NA,NA,0,0,21451233.2,21451233.2,0,"admin1|admin2"
"COD","2020-11","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-12","yes",7789,87.5,NA,0,0,2467384.6,2467384.6,0,"admin2|admin3"
"COD","2011-01","yes",9057,79,NA,0,0,2467812.3,2467812.3,0,"admin2|admin3"
"COD","2012-02","yes",15427.33333337,118.666666666,NA,0,0,5375977.8,5375977.8,0,"admin2|admin3"
"COD","2013-03","yes",12085.50000003,263.5,NA,0,0,6632545.1,6632545.1,0,"admin2|admin3"
"COD","2014-04","yes",4372,104,NA,0,0,1958997.2,1958997.2,0,"admin2"
"COD","2015-05","yes",70,1,NA,0,0,50278,50278,0,"admin2"
"COD","2016-06","yes",1519.5,52.5,NA,0,0,587758.6,587758.6,0,"admin2"
"COD","2017-07","yes",19582.83333,NA,NA,0,0,8839439.4,8839439.4,0,"admin2|admin1"
"COD","2018-08","yes",180,17,NA,0,0,122348.1,122348.1,0,"admin2"
"COD","2019-09","yes",9349.25,NA,NA,0,0,11609282.2,11609282.2,0,"admin2|admin1"
"COD","2020-10","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-11","yes",7922,87.5,NA,0,0,2670865.8,2670865.8,0,"admin2|admin3"
"COD","2011-12","yes",11045.1666667,86.166666663,NA,0,0,4181314.2,4181314.2,0,"admin2|admin3"
"COD","2012-01","yes",15483.66666673,122.666666663,NA,0,0,4974216.2,4974216.2,0,"admin3|admin2"
"COD","2013-02","yes",12115.50000003,270.5,NA,0,0,6450596.1,6450596.1,0,"admin2|admin3"
"COD","2014-03","yes",4372,104,NA,0,0,1958997.2,1958997.2,0,"admin2"
"COD","2015-04","yes",70,1,NA,0,0,50278,50278,0,"admin2"
"COD","2016-05","yes",2547.5,79.5,NA,0,0,623570.8,623570.8,0,"admin2"
"COD","2017-06","yes",19058.33333,NA,NA,0,0,12347406.9,12347406.9,0,"admin1|admin2"
"COD","2018-07","yes",180,17,NA,0,0,122348.1,122348.1,0,"admin2"
"COD","2019-08","yes",9304.25,NA,NA,0,0,11450390.5,11450390.5,0,"admin2|admin1"
"COD","2020-09","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-10","yes",7875,85.5,NA,0,0,2486334.3,2486334.3,0,"admin2|admin3"
"COD","2011-11","yes",9932.6666667,86.166666663,NA,0,0,3664557,3664557,0,"admin2|admin3"
"COD","2012-12","yes",7700.50000003,188,NA,0,0,4417539.8,4417539.8,0,"admin2|admin3"
"COD","2013-01","yes",9799.50000003,199.5,NA,0,0,5845370.2,5845370.2,0,"admin2|admin3"
"COD","2014-02","yes",5909,113,NA,0,0,3049778.2,3049778.2,0,"admin2"
"COD","2015-03","yes",234,7,NA,0,0,75763.4,75763.4,0,"admin2"
"COD","2016-04","yes",1199,30,NA,0,0,192711.9,192711.9,0,"admin2"
"COD","2017-05","yes",3187.5,NA,NA,0,0,4135623.9,4135623.9,0,"admin1|admin2"
"COD","2018-06","yes",1491,63,NA,0,0,241006.5,241006.5,0,"admin2"
"COD","2019-07","yes",3313,NA,NA,0,0,327232,327232,0,"admin2"
"COD","2020-08","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-09","yes",6524.5,69,NA,0,0,1540965.2,1540965.2,0,"admin2|admin3"
"COD","2011-10","yes",11760,161.499999996,NA,0,0,4542571.5,4542571.5,0,"admin2|admin3"
"COD","2012-11","yes",8427.8333334,186.333333333,NA,0,0,4337956.4,4337956.4,0,"admin2|admin3"
"COD","2013-12","yes",5089,63.5,NA,0,0,2738777.2,2738777.2,0,"admin2|admin3"
"COD","2014-01","yes",5095,63.5,NA,0,0,2540237.5,2540237.5,0,"admin2"
"COD","2015-02","yes",234,7,NA,0,0,75763.4,75763.4,0,"admin2"
"COD","2016-03","yes",1993,32,NA,0,0,526663.3,526663.3,0,"admin2"
"COD","2017-04","yes",3004.5,NA,NA,0,0,3900439.5,3900439.5,0,"admin1"
"COD","2018-05","yes",1311,46,NA,0,0,118658.4,118658.4,0,"admin2"
"COD","2019-06","yes",3735,NA,NA,0,0,335475.8,335475.8,0,"admin2"
"COD","2020-07","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-08","yes",5136.5,69,NA,0,0,938368.3,938368.3,0,"admin2"
"COD","2011-09","yes",9604.3333333,137.166666666,NA,0,0,3418792.2,3418792.2,0,"admin2|admin3"
"COD","2012-10","yes",10653.8333334,201.333333333,NA,0,0,3747254.1,3747254.1,0,"admin2|admin3"
"COD","2013-11","yes",5888.5,76,NA,0,0,3110941.8,3110941.8,0,"admin2|admin3"
"COD","2014-12","yes",1891,27,NA,0,0,1400627.5,1400627.5,0,"admin2"
"COD","2015-01","yes",353,7,NA,0,0,172819.2,172819.2,0,"admin2"
"COD","2016-02","yes",1712,28,NA,0,0,514119.8,514119.8,0,"admin2"
"COD","2017-03","yes",3797.5,NA,NA,0,0,4241703.8,4241703.8,0,"admin1|admin2"
"COD","2018-04","yes",1450,46,NA,0,0,208287,208287,0,"admin2"
"COD","2019-05","yes",6371.5,NA,NA,0,0,5728682.4,5728682.4,0,"admin2|admin1"
"COD","2020-06","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-07","yes",5818,80.5,NA,0,0,1718632.8,1718632.8,0,"admin2"
"COD","2011-08","yes",9327.99999997,131.666666666,NA,0,0,3052939.8,3052939.8,0,"admin2|admin3"
"COD","2012-09","yes",11953.16666674,239.166666666,NA,0,0,4521974.8,4521974.8,0,"admin2|admin3"
"COD","2013-10","yes",4238,57,NA,0,0,2437126,2437126,0,"admin2|admin3"
"COD","2014-11","yes",2431,30,NA,0,0,1904733.7,1904733.7,0,"admin2"
"COD","2015-12","yes",822,4,NA,0,0,327228.9,327228.9,0,"admin2"
"COD","2016-01","yes",822,4,NA,0,0,327228.9,327228.9,0,"admin2"
"COD","2017-02","yes",3797.5,NA,NA,0,0,4241703.8,4241703.8,0,"admin1|admin2"
"COD","2018-03","yes",4979,51,NA,0,0,600759,600759,0,"admin2"
"COD","2019-04","yes",7246.5,NA,NA,0,0,5922192,5922192,0,"admin2|admin1"
"COD","2020-05","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-06","yes",5901,83.5,NA,0,0,1932655,1932655,0,"admin2"
"COD","2011-07","yes",6113.66666667,94.833333333,NA,0,0,1819866.2,1819866.2,0,"admin2|admin3"
"COD","2012-08","yes",11699.66666674,220.166666666,NA,0,0,4529795,4529795,0,"admin2|admin3"
"COD","2013-09","yes",3350,28,NA,0,0,1786123.2,1786123.2,0,"admin2|admin3"
"COD","2014-10","yes",2181,21,NA,0,0,1679716.5,1679716.5,0,"admin2"
"COD","2015-11","yes",404,4,NA,0,0,235631.3,235631.3,0,"admin2"
"COD","2016-12","yes",4506.5,NA,NA,0,0,12420728.3,12420728.3,0,"admin1|admin2"
"COD","2017-01","yes",3767.5,NA,NA,0,0,12371450.5,12371450.5,0,"admin1"
"COD","2018-02","yes",20003.83333,NA,NA,0,0,8802453,8802453,0,"admin1|admin2"
"COD","2019-03","yes",7261.5,NA,NA,0,0,5169809.6,5169809.6,0,"admin2|admin1"
"COD","2020-04","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-05","yes",5958.5,79.5,NA,0,0,1906898.5,1906898.5,0,"admin2|admin3"
"COD","2011-06","yes",7373.5,108.5,NA,0,0,1601637.5,1601637.5,0,"admin2|admin3"
"COD","2012-07","yes",12118.50000007,224.666666666,NA,0,0,5322605.2,5322605.2,0,"admin2|admin3"
"COD","2013-08","yes",1456,55,NA,0,0,788844.4,788844.4,0,"admin2"
"COD","2014-09","yes",1743,14,NA,0,0,805754.8,805754.8,0,"admin2"
"COD","2015-10","yes",404,4,NA,0,0,235631.3,235631.3,0,"admin2"
"COD","2016-11","yes",2120,16,NA,0,0,753318.9,753318.9,0,"admin2"
"COD","2017-12","yes",22822.33333,NA,NA,0,0,13556584.7,13556584.7,0,"admin2|admin1"
"COD","2018-01","yes",20036.83333,NA,NA,0,0,9044296.5,9044296.5,0,"admin2|admin1"
"COD","2019-02","yes",7303.5,NA,NA,0,0,5239674.4,5239674.4,0,"admin2|admin1"
"COD","2020-03","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-04","yes",4799,40,NA,0,0,2354197.1,2354197.1,0,"admin2"
"COD","2011-05","yes",7130,132.5,NA,0,0,1666363.6,1666363.6,0,"admin2|admin3"
"COD","2012-06","yes",14283.00000007,229.666666666,NA,0,0,5750697,5750697,0,"admin2|admin3"
"COD","2013-07","yes",2724,87,NA,0,0,2580062.8,2580062.8,0,"admin2"
"COD","2014-08","yes",1210.5,11.5,NA,0,0,791834,791834,0,"admin2"
"COD","2015-09","yes",432,2,NA,0,0,405117.8,405117.8,0,"admin2"
"COD","2016-10","yes",2022.5,64.5,NA,0,0,698073.9,698073.9,0,"admin2"
"COD","2017-11","yes",22822.33333,NA,NA,0,0,13556584.7,13556584.7,0,"admin2|admin1"
"COD","2018-12","yes",7345.5,NA,NA,0,0,8930843.1,8930843.1,0,"admin1|admin2"
"COD","2019-01","yes",7194.5,NA,NA,0,0,5122446.9,5122446.9,0,"admin2|admin1"
"COD","2020-02","no",0,NA,NA,0,0,0,0,0,NA
"COD","2010-03","yes",3453,28.5,NA,0,0,2270576.9,2270576.9,0,"admin2|admin3"
"COD","2011-04","yes",6170.5,72,NA,0,0,1352326.5,1352326.5,0,"admin2|admin3"
"COD","2012-05","yes",13321.50000007,214.666666666,NA,0,0,5540365.4,5540365.4,0,"admin2|admin3"
"COD","2013-06","yes",6918,134,NA,0,0,4199419.8,4199419.8,0,"admin2|admin3"
"COD","2014-07","yes",1805.5,8.5,NA,0,0,476851,476851,0,"admin2"
"COD","2015-08","yes",422,1,NA,0,0,204283,204283,0,"admin2"
"COD","2016-09","yes",2140.5,73.5,NA,0,0,1155196.3,1155196.3,0,"admin2"
"COD","2017-10","yes",22854.83333,NA,NA,0,0,13697009.4,13697009.4,0,"admin2|admin1"
"COD","2018-11","yes",7483.5,NA,NA,0,0,8983326.4,8983326.4,0,"admin1|admin2"
"COD","2019-12","yes",7445,NA,NA,0,0,28503750.3,28503750.3,0,"admin1|admin2"
"COD","2020-01","yes",7314,NA,NA,0,0,28247865,28247865,0,"admin1"
"COD","2010-02","yes",1911,10.5,NA,0,0,1322158.2,1322158.2,0,"admin3|admin2"
"COD","2011-03","yes",6312.5,77,NA,0,0,1520362.3,1520362.3,0,"admin2|admin3"
"COD","2012-04","yes",13503.00000007,189.666666666,NA,0,0,4788640,4788640,0,"admin2|admin3"
"COD","2013-05","yes",9979.5,172.5,NA,0,0,5243468,5243468,0,"admin2|admin3"
"COD","2014-06","yes",2618.5,58,NA,0,0,995651.1,995651.1,0,"admin2"
"COD","2015-07","yes",0,NA,NA,0,0,0,0,0,NA
"COD","2016-08","yes",2140.5,73.5,NA,0,0,1155196.3,1155196.3,0,"admin2"
"COD","2017-09","yes",22112.83333,NA,NA,0,0,13276632,13276632,0,"admin2|admin1"
"COD","2018-10","yes",5251.5,NA,NA,0,0,8585363.6,8585363.6,0,"admin2|admin1"
"COD","2019-11","yes",11298.75,NA,NA,0,0,21764532.4,21764532.4,0,"admin1|admin2"
"COD","2020-12","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-01","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-02","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-03","yes",283,11,283,0,0,42942.3,42942.3,0,"admin2"
"COG","2013-04","yes",439,NA,NA,0,0,430385.1,430385.1,0,"admin1"
"COG","2014-05","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-06","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-07","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-08","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-09","no",0,NA,NA,0,0,0,0,0,NA
"COG","2019-10","no",0,NA,NA,0,0,0,0,0,NA
"COG","2020-11","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-12","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-01","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-02","yes",251,6,251,0,0,23920.3,23920.3,0,"admin2"
"COG","2013-03","yes",439,NA,NA,0,0,430385.1,430385.1,0,"admin1"
"COG","2014-04","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-05","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-06","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-07","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-08","no",0,NA,NA,0,0,0,0,0,NA
"COG","2019-09","no",0,NA,NA,0,0,0,0,0,NA
"COG","2020-10","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-11","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-12","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-01","yes",251,6,251,0,0,23920.3,23920.3,0,"admin2"
"COG","2013-02","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2014-03","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-04","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-05","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-06","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-07","no",0,NA,NA,0,0,0,0,0,NA
"COG","2019-08","no",0,NA,NA,0,0,0,0,0,NA
"COG","2020-09","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-10","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-11","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-12","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2013-01","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2014-02","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-03","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-04","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-05","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-06","no",0,NA,NA,0,0,0,0,0,NA
"COG","2019-07","no",0,NA,NA,0,0,0,0,0,NA
"COG","2020-08","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-09","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-10","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-11","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2013-12","no",0,NA,NA,0,0,0,0,0,NA
"COG","2014-01","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-02","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-03","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-04","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-05","no",0,NA,NA,0,0,0,0,0,NA
"COG","2019-06","no",0,NA,NA,0,0,0,0,0,NA
"COG","2020-07","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-08","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-09","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-10","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2013-11","no",0,NA,NA,0,0,0,0,0,NA
"COG","2014-12","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-01","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-02","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-03","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-04","no",0,NA,NA,0,0,0,0,0,NA
"COG","2019-05","no",0,NA,NA,0,0,0,0,0,NA
"COG","2020-06","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-07","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-08","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-09","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2013-10","no",0,NA,NA,0,0,0,0,0,NA
"COG","2014-11","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-12","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-01","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-02","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-03","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2019-04","no",0,NA,NA,0,0,0,0,0,NA
"COG","2020-05","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-06","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-07","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-08","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2013-09","no",0,NA,NA,0,0,0,0,0,NA
"COG","2014-10","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-11","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-12","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-01","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-02","no",0,NA,NA,0,0,0,0,0,NA
"COG","2019-03","no",0,NA,NA,0,0,0,0,0,NA
"COG","2020-04","no",0,NA,NA,0,0,0,0,0,NA
"COG","2010-05","no",0,NA,NA,0,0,0,0,0,NA
"COG","2011-06","no",0,NA,NA,0,0,0,0,0,NA
"COG","2012-07","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2013-08","no",0,NA,NA,0,0,0,0,0,NA
"COG","2014-09","no",0,NA,NA,0,0,0,0,0,NA
"COG","2015-10","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2016-11","yes",0,NA,NA,0,0,0,0,0,NA
"COG","2017-12","no",0,NA,NA,0,0,0,0,0,NA
"COG","2018-01","no",0,NA,NA,0,0,0,0,0,NA
