outbreak_number,location,start_weekday,duration,threshold,total_suspected_cases,attack_rate,total_deaths,cfr,spatial_scale,temporal_scale,country,population,area,mean_R0,population_density,rural_urban,pop_cat
1,afr::eth::oromia::bale::harenabuluk,daily_group,15,0.526499603,119,1.133138154,0,0,Third administrative level,daily,ETH,105018.1,1924.889136,1.75,54.55799923,rural,"Population <1,000,000"
1,afr::eth::oromia::bale::medawelabu,daily_group,16,0.849076477,84,0.610041653,0,0,Third administrative level,daily,ETH,137695.5,8804.248215,2.23,15.63966583,rural,"Population <1,000,000"
1,afr::eth::oromia::bale::mena,daily_group,9,0.483529638,65,0.362727895,0,0,Third administrative level,daily,ETH,179197.7,494.4114568,1.87,362.4464958,rural,"Population <1,000,000"
1,afr::eth::oromia::eastharerge::aweday,daily_group,6,0.342499855,13,0.189653361,0,0,Third administrative level,daily,ETH,68546.1,59.12481821,1.96,1159.345636,urban,"Population <100,000"
1,afr::eth::oromia::eastharerge::chinaksen,daily_group,8,1.056680943,101,0.81117219,0,0,Third administrative level,daily,ETH,124511.2,1558.513364,1.77,79.89100567,rural,"Population <1,000,000"
1,afr::eth::oromia::eastharerge::fedis,daily_group,21,0.300367498,43,0.403333333,0,0,Third administrative level,daily,ETH,106611.6,700.2153472,2.02,152.255446,rural,"Population <1,000,000"
1,afr::eth::oromia::eastharerge::girawa,daily_group,7,0.131456464,28,0.098776418,0,0,Third administrative level,daily,ETH,283468.5,1107.495195,1.57,255.9546094,rural,"Population <1,000,000"
1,afr::eth::oromia::eastharerge::golooda,daily_group,5,0.33047201,11,0.076973254,0,0,Third administrative level,daily,ETH,142906.8,2047.938838,1.66,69.78079489,rural,"Population <1,000,000"
1,afr::eth::oromia::eastharerge::gursum,daily_group,6,0.516505565,47,0.204808227,0,0,Third administrative level,daily,ETH,229483,907.5548327,1.84,252.8585511,rural,"Population <1,000,000"
1,afr::eth::oromia::eastharerge::kombolcha,daily_group,12,0.611061706,37,0.243669958,0,0,Third administrative level,daily,ETH,151844.7,299.7211562,2.04,506.6198927,rural,"Population <1,000,000"
1,afr::eth::oromia::eastharerge::kurfachele,daily_group,7,0.864093557,55,0.703166186,0,0,Third administrative level,daily,ETH,78217.6,243.0183177,1.87,321.8588654,rural,"Population <100,000"
1,afr::eth::oromia::eastharerge::melkabelo,daily_group,6,0.040538156,9,0.038675005,0,0,Third administrative level,daily,ETH,232708.4,1390.50679,1.78,167.3550979,rural,"Population <1,000,000"
1,afr::eth::oromia::eastshewa,daily_group,17,0.081149154,359,0.177716647,2,0.557103064,Second administrative level,daily,ETH,2020069.6,9803.900357,2.01,206.047545,rural,"Population >1,000,000"
1,afr::eth::oromia::eastshewa::boset,daily_group,12,0.187192062,57,0.315772772,2,3.50877193,Third administrative level,daily,ETH,180509.5,1332.083796,1.6,135.5091178,rural,"Population <1,000,000"
1,afr::eth::oromia::eastshewa::fentale,daily_group,6,0.30015793,40,0.350584463,0,0,Third administrative level,daily,ETH,114095.2,1463.53365,1.36,77.95871315,rural,"Population <1,000,000"
1,afr::eth::oromia::eastwellega,daily_group,10,0.039396652,117,0.074240781,1,0.854700855,Second administrative level,daily,ETH,1575953.3,13654.16178,2.27,115.4192638,rural,"Population >1,000,000"
1,afr::eth::oromia::eastwellega::limu,daily_group,10,0.324728145,110,0.662940764,0,0,Third administrative level,daily,ETH,165927.3,354.5136402,2.27,468.0420756,rural,"Population <1,000,000"
1,afr::eth::oromia::finfinezuria,daily_group,17,0.25580696,475,0.536268699,3,0.631578947,Second administrative level,daily,ETH,885750,4448.930857,2.14,199.0927772,rural,"Population <1,000,000"
1,afr::eth::oromia::finfinezuria::burayu,daily_group,13,0.445110107,66,0.775135119,0,0,Third administrative level,daily,ETH,85146.4,84.34347647,2.22,1009.519687,urban,"Population <100,000"
1,afr::eth::oromia::finfinezuria::sebetatown,daily_group,13,0.457376339,139,0.99449951,0,0,Third administrative level,daily,ETH,139768.8,130.3735929,2.21,1072.063728,urban,"Population <1,000,000"
1,afr::eth::oromia::finfinezuria::sendafa,daily_group,6,1.351746625,13,0.880307245,0,0,Third administrative level,daily,ETH,14767.6,4.197849341,2.16,3517.896618,urban,"Population <100,000"
1,afr::eth::oromia::finfinezuria::sulultatown,daily_group,7,2.113871686,42,2.430423971,1,2.380952381,Third administrative level,daily,ETH,17280.9,8.46188524,1.83,2042.204486,urban,"Population <100,000"
1,afr::eth::oromia::guji::adolarede,daily_group,7,0.318429482,14,0.097383048,0,0,Third administrative level,daily,ETH,143762.2,1213.230276,1.72,118.4953944,rural,"Population <1,000,000"
1,afr::eth::oromia::guji::liben,daily_group,12,0.656502091,112,1.412516079,1,0.892857143,Third administrative level,daily,ETH,79291.1,2645.119746,2.13,29.97637446,rural,"Population <100,000"
1,afr::eth::oromia::guji::wadera,daily_group,15,0.398211117,33,0.625624291,1,3.03030303,Third administrative level,daily,ETH,52747.3,953.3618062,1.8,55.32768321,rural,"Population <100,000"
1,afr::eth::oromia::northshewa::warajarso,daily_group,10,0.115083938,36,0.202286629,0,0,Third administrative level,daily,ETH,177965.3,1175.171764,2.26,151.4376923,rural,"Population <1,000,000"
1,afr::eth::oromia::southwestshewa,daily_group,10,0.10193553,271,0.222418081,2,0.73800738,Second administrative level,daily,ETH,1218426.1,5762.677293,1.83,211.4340328,rural,"Population >1,000,000"
1,afr::eth::oromia::southwestshewa::kersanamalima,daily_group,8,0.436658703,89,0.956282559,0,0,Third administrative level,daily,ETH,93068.7,610.2910939,1.98,152.4988664,rural,"Population <100,000"
1,afr::eth::oromia::southwestshewa::sododaci,daily_group,11,0.922648236,141,2.020599637,3,2.127659574,Third administrative level,daily,ETH,69781.3,429.6997252,2.37,162.395496,rural,"Population <100,000"
1,afr::eth::oromia::westharerge,daily_group,8,0.268150107,103,0.042563465,4,3.883495146,Second administrative level,daily,ETH,2419915.8,17519.30634,2.33,138.1285168,rural,"Population >1,000,000"
1,afr::eth::oromia::westharerge::anchar,daily_group,5,0.149510547,10,0.103691045,0,0,Third administrative level,daily,ETH,96440.3,756.5905046,2.02,127.4669711,rural,"Population <100,000"
1,afr::eth::oromia::westharerge::bedessa,daily_group,8,1.181728289,50,2.164441956,0,0,Third administrative level,daily,ETH,23100.6,3.019783854,2.1,7649.752802,urban,"Population <100,000"
1,afr::eth::oromia::westharerge::chirozuria,daily_group,13,0.223406785,104,0.407982631,1,0.961538462,Third administrative level,daily,ETH,254912.8,688.4768394,1.57,370.2561734,rural,"Population <1,000,000"
1,afr::eth::oromia::westharerge::gumbibordede,daily_group,6,1.330081832,95,1.073045357,1,1.052631579,Third administrative level,daily,ETH,88533.1,1383.250888,2.41,64.00364588,rural,"Population <100,000"
1,afr::eth::oromia::westharerge::meiso,daily_group,8,0.23947765,13,0.114116468,0,0,Third administrative level,daily,ETH,113918.7,1512.665896,1.67,75.30988852,rural,"Population <1,000,000"
1,afr::eth::snnp::gamo::arbaminchzuria,daily_group,12,1.42389366,94,1.954151659,0,0,Third administrative level,daily,ETH,48102.7,433.2389188,2.43,111.030422,rural,"Population <100,000"
1,afr::eth::snnp::gedeo,daily_group,11,0.056322647,141,0.126550681,2,1.418439716,Second administrative level,daily,ETH,1114178.1,1361.391505,1.92,818.4112329,rural,"Population >1,000,000"
1,afr::eth::snnp::gofa::ubadebretsehay,daily_group,6,11.42995024,426,3.80165363,4,0.938967136,Third administrative level,daily,ETH,112056.5,753.8915911,1.91,148.6374186,rural,"Population <1,000,000"
1,afr::eth::snnp::sidama,daily_group,7,0.030916874,21,0.005094846,0,0,Second administrative level,daily,ETH,4121812.8,6690.623915,1.83,616.0580616,rural,"Population >1,000,000"
1,afr::eth::snnp::sidama::wondogenet,daily_group,8,0.053664153,5,0.024029869,0,0,Third administrative level,daily,ETH,208074.4,205.0547347,1.94,1014.726143,urban,"Population <1,000,000"
1,afr::eth::snnp::southomo,daily_group,5,3.338663411,912,1.128988481,17,1.864035088,Second administrative level,daily,ETH,807802.8,22743.27033,2.36,35.51832205,rural,"Population <1,000,000"
1,afr::eth::snnp::southomo::selamago,daily_group,3,16.56205182,116,2.646221658,1,0.862068966,Third administrative level,daily,ETH,43836.1,4571.869304,1.62,9.588222472,rural,"Population <100,000"
1,afr::eth::somali::afder,daily_group,8,0.090336821,63,0.113329506,5,7.936507937,Second administrative level,daily,ETH,555901.1,42097.26923,1.78,13.2051582,rural,"Population <1,000,000"
1,afr::eth::somali::dawa,daily_group,17,1.172047492,458,1.680961222,1,0.218340611,Second administrative level,daily,ETH,272463.2,12255.76339,2.08,22.23143441,rural,"Population <1,000,000"
1,afr::eth::somali::dawa::hudet,Monday,21,9.624141623,260,13.27174018,,,Third administrative level,weekly,ETH,19590.5,1259.214887,1.15,15.55770997,rural,"Population <100,000"
1,afr::eth::somali::doolo::bokh,Monday,6,7.731241293,159,2.630530988,,,Third administrative level,weekly,ETH,60444.1,8073.716804,2.07,7.486527143,rural,"Population <100,000"
1,afr::eth::somali::doolo::danod,Monday,5,188.688832,416,13.5876059,,,Third administrative level,weekly,ETH,30616.1,7754.729558,1.92,3.948055154,rural,"Population <100,000"
1,afr::eth::somali::doolo::galadi,Monday,10,2.281496781,757,4.928122227,,,Third administrative level,weekly,ETH,153608.2,10321.84368,1.75,14.88185684,rural,"Population <1,000,000"
1,afr::eth::somali::doolo::warder,Monday,16,70.39490551,2839,69.69992696,,,Third administrative level,weekly,ETH,40731.8,10469.98474,2.59,3.890339959,rural,"Population <100,000"
1,afr::eth::somali::erer,daily_group,9,0.190516118,68,0.202352365,0,0,Second administrative level,daily,ETH,336047.5,9989.161977,2.03,33.64121042,rural,"Population <1,000,000"
1,afr::eth::somali::erer::babile,daily_group,9,11.35474025,68,12.06218037,0,0,Third administrative level,daily,ETH,5637.5,347.4379641,2.03,16.22591824,rural,"Population <10,000"
1,afr::eth::somali::erer::hamero,Monday,5,2.171572191,16,0.240899742,,,Third administrative level,weekly,ETH,66417.7,2294.436318,1.76,28.94728412,rural,"Population <100,000"
1,afr::eth::somali::fafan,daily_group,10,2.06467083,1490,1.176775584,1,0.067114094,Second administrative level,daily,ETH,1266171.8,16306.34946,1.95,77.64900434,rural,"Population >1,000,000"
1,afr::eth::somali::fafan::gursum,Monday,27,4.337908411,224,9.457797112,,,Third administrative level,weekly,ETH,23684.2,200.537131,2.08,118.1038139,rural,"Population <100,000"
1,afr::eth::somali::fafan::jigjigacity,Monday,11,11.35720332,1498,9.118431468,,,Third administrative level,weekly,ETH,164282.6,222.6432646,2.27,737.8736576,rural,"Population <1,000,000"
1,afr::eth::somali::fafan::kebribeyah,Monday,32,0.383856099,134,0.827864274,,,Third administrative level,weekly,ETH,161862.3,2841.838212,1.84,56.95690181,rural,"Population <1,000,000"
1,afr::eth::somali::jarar::ararso,Monday,9,1.978318121,25,1.353586083,,,Third administrative level,weekly,ETH,18469.5,965.9192641,1.9,19.12116332,rural,"Population <100,000"
1,afr::eth::somali::jarar::aware,Monday,14,2.852519129,214,1.483309947,,,Third administrative level,weekly,ETH,144271.9,2758.065407,1.61,52.30909305,rural,"Population <1,000,000"
1,afr::eth::somali::jarar::burqod,Monday,13,7.356908224,506,14.82180729,,,Third administrative level,weekly,ETH,34138.9,2678.104491,1.49,12.7474115,rural,"Population <100,000"
1,afr::eth::somali::jarar::daror,Monday,9,20.27464104,734,10.37322385,,,Third administrative level,weekly,ETH,70759.1,6873.214337,2.2,10.29490665,rural,"Population <100,000"
1,afr::eth::somali::jarar::degehabur,daily_group,11,7.766057913,419,9.270768781,4,0.954653938,Third administrative level,daily,ETH,45195.8,3603.849414,1.72,12.54097905,rural,"Population <100,000"
1,afr::eth::somali::jarar::degehabur,Monday,5,7.766057913,164,3.680441204,,,Third administrative level,weekly,ETH,44559.9,3603.849414,1.34,12.36452884,rural,"Population <100,000"
1,afr::eth::somali::jarar::degehamedo,Monday,10,27.53445708,691,12.89919311,,,Third administrative level,weekly,ETH,53569.2,3625.741857,1.89,14.7746867,rural,"Population <100,000"
1,afr::eth::somali::jarar::gashamo,Monday,9,33.67562256,1201,17.16824473,,,Third administrative level,weekly,ETH,69954.7,11538.29592,2.09,6.06282769,rural,"Population <100,000"
1,afr::eth::somali::jarar::gunagado,Monday,10,12.39657226,580,23.87585456,,,Third administrative level,weekly,ETH,24292.3,2436.774981,2.08,9.969037022,rural,"Population <100,000"
1,afr::eth::somali::jarar::yocale,Monday,17,3.044141119,206,6.477035852,,,Third administrative level,weekly,ETH,31804.7,1509.914197,1.79,21.06391215,rural,"Population <100,000"
1,afr::eth::somali::korahe::debeweyin,Monday,12,13.08125065,163,3.988369804,,,Third administrative level,weekly,ETH,40868.8,2486.840571,1.49,16.43402495,rural,"Population <100,000"
1,afr::eth::somali::korahe::kebridehar,Monday,10,3.934915586,271,4.630331971,,,Third administrative level,weekly,ETH,58527.1,2394.870195,1.16,24.43852703,rural,"Population <100,000"
1,afr::eth::somali::korahe::marsin,Monday,8,249.6158692,2237,117.1291504,,,Third administrative level,weekly,ETH,19098.6,3520.157814,2.47,5.425495392,rural,"Population <100,000"
1,afr::eth::somali::korahe::shekosh,Monday,15,21.75329718,1261,40.69956667,,,Third administrative level,weekly,ETH,30983.1,1731.605716,2.13,17.89269908,rural,"Population <100,000"
1,afr::eth::somali::korahe::shilabo,Monday,13,8.26143051,837,8.561202417,,,Third administrative level,weekly,ETH,97766.6,11668.60355,1.97,8.378603282,rural,"Population <100,000"
1,afr::eth::somali::nogob,daily_group,7,1.802387449,669,3.917946402,18,2.69058296,Second administrative level,daily,ETH,170752.7,16141.67707,1.96,10.57837418,rural,"Population <1,000,000"
1,afr::eth::somali::nogob::garbo,Monday,12,9.76307375,378,21.10200447,,,Third administrative level,weekly,ETH,17913,3128.866245,1.56,5.725076944,rural,"Population <100,000"
1,afr::eth::somali::nogob::sagag,Monday,9,3.725975568,684,8.136096737,,,Third administrative level,weekly,ETH,84069.8,2611.671337,2.22,32.19003816,rural,"Population <100,000"
1,afr::eth::somali::shebelle,daily_group,7,1.099320074,930,1.513875462,13,1.397849462,Second administrative level,daily,ETH,614317.4,33933.05914,2.72,18.10380247,rural,"Population <1,000,000"
1,afr::eth::somali::shebelle::danan,Monday,9,13.07115991,136,7.460065743,,,Third administrative level,weekly,ETH,18230.4,2113.656824,2.28,8.625051992,rural,"Population <100,000"
1,afr::eth::somali::shebelle::kelafo,daily_group,4,4.143504406,204,1.527538336,7,3.431372549,Third administrative level,daily,ETH,133548.2,5635.027088,2.12,23.69965537,rural,"Population <1,000,000"
1,afr::eth::somali::shebelle::kelafo,Monday,7,4.143504406,930,7.520718936,,,Third administrative level,weekly,ETH,123658.4,5635.027088,2.55,21.94459726,rural,"Population <1,000,000"
1,afr::eth::somali::sitti,daily_group,12,0.264826266,271,0.382082785,0,0,Second administrative level,daily,ETH,709270.4,30462.27177,1.73,23.28356878,rural,"Population <1,000,000"
1,afr::eth::somali::sitti::dembel,Monday,7,1.364624493,123,0.964435167,,,Third administrative level,weekly,ETH,127535.8,2697.982067,2.56,47.27081086,rural,"Population <1,000,000"
1,afr::eth::somali::sitti::erer,Monday,11,0.94926824,123,0.720554278,,,Third administrative level,weekly,ETH,170701.9,4221.778433,1.8,40.43364727,rural,"Population <1,000,000"
1,afr::eth::tigray,daily_group,20,0.580887051,2760,0.514923884,32,1.15942029,First administrative level,daily,ETH,5360015.5,52629.03038,1.27,101.8452261,rural,"Population >1,000,000"
1,afr::eth::tigray::centraltigray,daily_group,13,0.363806283,419,0.297186832,1,0.238663484,Second administrative level,daily,ETH,1409887.5,9346.879852,1.56,150.8404433,rural,"Population >1,000,000"
1,afr::eth::tigray::centraltigray::kolatemben,daily_group,14,0.140118939,23,0.131501202,0,0,Third administrative level,daily,ETH,174903.3,1366.911778,2.1,127.9550757,rural,"Population <1,000,000"
1,afr::eth::tigray::centraltigray::mereblehe,daily_group,13,1.119192719,266,2.062009135,0,0,Third administrative level,daily,ETH,129000.4,1232.203728,2.16,104.6908048,rural,"Population <1,000,000"
1,afr::eth::tigray::centraltigray::tanquaabergele,daily_group,10,0.565361578,53,0.456401696,0,0,Third administrative level,daily,ETH,116125.8,1445.809002,1.92,80.31890785,rural,"Population <1,000,000"
1,afr::eth::tigray::easttigray::kileteawulalo,daily_group,6,0.420154767,25,0.193291411,1,4,Third administrative level,daily,ETH,129338.4,967.0361375,1.65,133.7472251,rural,"Population <1,000,000"
1,afr::eth::tigray::mekele,daily_group,25,4.043568357,1051,4.517698539,3,0.285442436,Second administrative level,daily,ETH,232640.6,92.40160409,3.19,2517.711703,urban,"Population <1,000,000"
1,afr::eth::tigray::mekele::mekeletown,daily_group,25,24.69532062,1050,27.66832025,3,0.285714286,Third administrative level,daily,ETH,37949.5,34.17362048,3.19,1110.491059,urban,"Population <100,000"
1,afr::eth::tigray::northwesterntigray,daily_group,15,0.632974045,831,0.908439841,17,2.045728039,Second administrative level,daily,ETH,914755.1,12577.58114,2.12,72.729016,rural,"Population <1,000,000"
1,afr::eth::tigray::northwesterntigray::asgedetsimbila,daily_group,14,1.607942639,294,1.758402455,11,3.741496599,Third administrative level,daily,ETH,167197.2,2368.156155,1.94,70.60226989,rural,"Population <1,000,000"
1,afr::eth::tigray::northwesterntigray::laelayadiyabo,daily_group,12,0.534542982,148,1.059176097,2,1.351351351,Third administrative level,daily,ETH,139731.3,1791.921623,2.68,77.97846636,rural,"Population <1,000,000"
1,afr::eth::tigray::northwesterntigray::tahitayadiyabo,daily_group,12,1.05572598,204,1.906669437,2,0.980392157,Third administrative level,daily,ETH,106992.9,3849.350682,2.05,27.79505138,rural,"Population <1,000,000"
1,afr::eth::tigray::northwesterntigray::tahitaykoraro,daily_group,12,0.283379149,43,0.447251976,0,0,Third administrative level,daily,ETH,96142.7,668.3771852,1.92,143.8449758,rural,"Population <100,000"
1,afr::eth::tigray::northwesterntigray::tselemti,daily_group,12,0.128133021,36,0.203472851,1,2.777777778,Third administrative level,daily,ETH,176927.8,2824.294437,2.04,62.64495574,rural,"Population <1,000,000"
1,afr::eth::tigray::southeasttigray,daily_group,19,0.538868273,341,0.510198452,5,1.46627566,Second administrative level,daily,ETH,668367.4,6091.581462,2.28,109.7198493,rural,"Population <1,000,000"
1,afr::eth::tigray::southeasttigray::degatemben,daily_group,16,0.597672867,70,0.484460078,0,0,Third administrative level,daily,ETH,144490.8,1040.640181,2.07,138.8479925,rural,"Population <1,000,000"
1,afr::eth::tigray::southeasttigray::enderta,daily_group,23,0.799418616,181,1.016081525,2,1.104972376,Third administrative level,daily,ETH,178135.3,1328.485882,2.17,134.0889673,rural,"Population <1,000,000"
1,afr::eth::tigray::southeasttigray::hintalowajrot,daily_group,20,0.384129431,29,0.150939014,0,0,Third administrative level,daily,ETH,192130.6,1981.146154,1.9,96.97951845,rural,"Population <1,000,000"
1,afr::eth::tigray::southeasttigray::sahartisamre,daily_group,12,0.38016719,43,0.273592915,0,0,Third administrative level,daily,ETH,157167.8,1741.309245,1.93,90.25840783,rural,"Population <1,000,000"
1,afr::eth::tigray::southerntigray::alamatatown,daily_group,13,0.796429429,28,0.665423639,0,0,Third administrative level,daily,ETH,42078.5,5.541970128,1.78,7592.697006,urban,"Population <100,000"
1,afr::eth::tigray::westerntigray,daily_group,12,0.895944819,164,0.364952692,4,2.43902439,Second administrative level,daily,ETH,449373.3,13236.82953,1.92,33.94871098,rural,"Population <1,000,000"
1,afr::eth::tigray::westerntigray::kaftahumera,daily_group,10,1.818071599,94,0.824742438,2,2.127659574,Third administrative level,daily,ETH,113975,6202.612022,1.92,18.37532311,rural,"Population <1,000,000"
1,afr::eth::tigray::westerntigray::setithumera,daily_group,11,1.232290589,54,2.360877876,2,3.703703704,Third administrative level,daily,ETH,22872.8,14.46200546,2.16,1581.578714,urban,"Population <100,000"
1,afr::eth::tigray::westerntigray::tsegede,daily_group,15,0.614322323,95,0.718747233,0,0,Third administrative level,daily,ETH,132174.4,3287.020644,1.79,40.21100392,rural,"Population <1,000,000"
1,afr::eth::tigray::westerntigray::welkait,daily_group,12,0.50095385,117,0.680819555,5,4.273504274,Third administrative level,daily,ETH,171851.7,3799.025804,2.07,45.23572854,rural,"Population <1,000,000"
1,afr::gha::greateraccra,Monday,7,1.207203271,3715,0.915726086,29,0.780619112,First administrative level,weekly,GHA,4056890,3688.671431,1.72,1099.824171,urban,"Population >1,000,000"
1,afr::gha::greateraccra::accrametropolitan,daily_group,11,4.65320062,1850,1.001226909,5,0.27027027,Second administrative level,daily,GHA,1847733,166.6148937,1.8,11089.84292,urban,"Population >1,000,000"
1,afr::gha::greateraccra::gaeast,daily_group,8,3.474583,385,0.98392143,3,0.779220779,Second administrative level,daily,GHA,391291.4,222.7620992,1.53,1756.543871,urban,"Population <1,000,000"
1,afr::gha::greateraccra::gawest,daily_group,7,3.888412173,148,0.472038308,1,0.675675676,Second administrative level,daily,GHA,313533.9,388.4438842,1.37,807.1536527,rural,"Population <1,000,000"
1,afr::gin::boke::boke,Sunday,11,0.471140526,174,0.40794039,,,Second administrative level,weekly,GIN,426532.9,10828.93825,1.64,39.3882475,rural,"Population <1,000,000"
1,afr::gin::conakry::conakry,Sunday,15,2.835276731,4497,2.86383346,,,Second administrative level,weekly,GIN,1570272.9,419.9814656,1.88,3738.909996,urban,"Population >1,000,000"
1,afr::gin::kankan::kerouane,Sunday,6,0.388606512,32,0.159447874,,,Second administrative level,weekly,GIN,200692.5,9383.187811,1.58,21.38851998,rural,"Population <1,000,000"
1,afr::gin::kindia::coyah,Sunday,12,1.816509015,657,1.812970187,,,Second administrative level,weekly,GIN,362388.8,1288.636896,2.55,281.2187057,rural,"Population <1,000,000"
1,afr::gin::kindia::dubreka,Sunday,15,2.444543984,352,2.303248277,,,Second administrative level,weekly,GIN,152827.6,3797.950305,1.83,40.23949439,rural,"Population <1,000,000"
1,afr::gin::kindia::dubreka,Tuesday,5,2.444543984,21,0.134243821,,,Second administrative level,weekly,GIN,156431.8,3797.950305,1.7,41.18847995,rural,"Population <1,000,000"
1,afr::gin::kindia::forecariah,Monday,13,1.399358845,118,0.506026215,,,Second administrative level,weekly,GIN,233189.5,4221.784478,1.72,55.23481864,rural,"Population <1,000,000"
1,afr::gin::kindia::kindia,Sunday,13,0.276938299,121,0.288236568,,,Second administrative level,weekly,GIN,419794.1,8805.198988,1.91,47.67570847,rural,"Population <1,000,000"
1,afr::gnb::biombo,daily_group,10,39.03189646,633,6.272629453,2,0.315955766,First administrative level,daily,GNB,100914.6,756.9453791,1.61,133.318206,rural,"Population <1,000,000"
1,afr::gnb::cacheu::bula,daily_group,5,3.316069049,17,0.534061647,0,0,Second administrative level,daily,GNB,31831.5,654.8261454,1.81,48.61061249,rural,"Population <100,000"
1,afr::ken::central::kirinyaga,daily_group,14,0.355621386,202,0.346189029,1,0.495049505,Second administrative level,daily,KEN,583496.3,1476.122572,1.53,395.2898703,rural,"Population <1,000,000"
1,afr::ken::coast::kilifi,daily_group,10,0.114286402,41,0.053816439,0,0,Second administrative level,daily,KEN,761849,3334.510784,1.75,228.4739949,rural,"Population <1,000,000"
1,afr::ken::coast::mombasa,daily_group,18,0.123559091,222,0.199020563,5,2.252252252,Second administrative level,daily,KEN,1115462.6,267.3420568,1.48,4172.417215,urban,"Population >1,000,000"
1,afr::ken::eastern::machakos,daily_group,5,0.0979152,26,0.020221891,0,0,Second administrative level,daily,KEN,1285735.4,6034.244443,1.75,213.0731382,rural,"Population >1,000,000"
1,afr::ken::eastern::marsabit,daily_group,13,0.428563039,112,0.336061426,0,0,Second administrative level,daily,KEN,333272.4,75775.27331,2,4.398168234,rural,"Population <1,000,000"
1,afr::ken::eastern::meru,daily_group,7,0.070841656,48,0.030374549,0,0,Second administrative level,daily,KEN,1580270.4,6984.947966,1.76,226.2393947,rural,"Population >1,000,000"
1,afr::ken::eastern::tharakanithi,daily_group,10,0.824195223,156,0.38333144,0,0,Second administrative level,daily,KEN,406958.5,2569.309067,1.66,158.3921939,rural,"Population <1,000,000"
1,afr::ken::northeastern::garissa,daily_group,9,0.895931785,270,0.406572546,14,5.185185185,Second administrative level,daily,KEN,664088.1,33534.07921,1.16,19.8033796,rural,"Population <1,000,000"
1,afr::ken::northeastern::garissa::fafi,daily_group,10,0.406624817,135,0.857978365,14,10.37037037,Third administrative level,daily,KEN,157346.6,16637.64051,1.02,9.457266486,rural,"Population <1,000,000"
1,afr::ken::nyanza::kisumu,daily_group,17,0.045769893,118,0.10582962,2,1.694915254,Second administrative level,daily,KEN,1114999.8,2664.819026,1.88,418.4148301,rural,"Population >1,000,000"
1,afr::ken::riftvalley::transnzoia,daily_group,7,0.014799916,20,0.019947713,3,15,Second administrative level,daily,KEN,1002621.2,2465.869548,2.03,406.5994492,rural,"Population >1,000,000"
1,afr::mli::mopti::djenne,Monday,7,0.338645879,89,0.399602138,,,Second administrative level,weekly,MLI,222721.5,4456.980789,1.93,49.97138434,rural,"Population <1,000,000"
1,afr::mli::tombouctou::dire,Monday,8,0.327622359,45,0.386594383,,,Second administrative level,weekly,MLI,116401.1,2545.635502,1.87,45.72575292,rural,"Population <1,000,000"
1,afr::mli::tombouctou::goundam,Monday,7,0.317696616,59,0.368633974,,,Second administrative level,weekly,MLI,160050.4,115918.5339,1.92,1.380714495,rural,"Population <1,000,000"
1,afr::mwi::central::dedza,Sunday,8,0.017687206,31,0.038483045,1,3.225806452,Second administrative level,weekly,MWI,805549.6,3760.417464,2.03,214.2181308,rural,"Population <1,000,000"
1,afr::mwi::central::salima,Sunday,12,0.108079173,90,0.198473792,4,4.444444444,Second administrative level,weekly,MWI,453460.4,2145.414903,2.1,211.3625665,rural,"Population <1,000,000"
1,afr::mwi::northern::karonga,Sunday,16,0.637101661,227,0.700952278,13,5.726872247,Second administrative level,weekly,MWI,323845.2,3412.570461,1.32,94.89773287,rural,"Population <1,000,000"
1,afr::mwi::southern::blantyre,Sunday,5,0.064616107,30,0.073867166,1,3.333333333,Second administrative level,weekly,MWI,406134.4,1789.659823,2.21,226.9338535,rural,"Population <1,000,000"
1,afr::mwi::southern::machinga,Sunday,8,0.356623442,127,0.22729815,5,3.937007874,Second administrative level,weekly,MWI,558737.5,3929.380482,2.47,142.1948072,rural,"Population <1,000,000"
1,afr::mwi::southern::mangochi,Sunday,10,0.021981405,52,0.055495084,6,11.53846154,Second administrative level,weekly,MWI,937019.9,6726.423279,2.2,139.3043318,rural,"Population <1,000,000"
1,afr::mwi::southern::nsanje,Monday,5,0.19128842,25,0.084935031,0,0,Second administrative level,weekly,MWI,294342.6,1939.195987,1.64,151.7858958,rural,"Population <1,000,000"
1,afr::mwi::southern::phalombe,Sunday,5,0.149524826,97,0.281853331,0,0,Second administrative level,weekly,MWI,344150.6,1420.736225,1.82,242.2339868,rural,"Population <1,000,000"
1,afr::mwi::southern::zomba,Sunday,5,0.161137736,91,0.145210299,0,0,Second administrative level,weekly,MWI,626677.3,3071.189493,2.33,204.0503529,rural,"Population <1,000,000"
1,afr::nam::nakh::windhoek,Monday,12,7.164185186,68,1.183114011,,,Second administrative level,weekly,NAM,57475.4,208.5584631,2.08,275.5841175,rural,"Population <100,000"
1,afr::ner::maradi::dakoro,Monday,5,0.008513909,16,0.02464401,0,0,Second administrative level,weekly,NER,649245,10729.17441,1.74,60.51211167,rural,"Population <1,000,000"
1,afr::ner::maradi::guidanroumdji,Monday,8,0.101756491,214,0.257376246,,,Second administrative level,weekly,NER,831467.6,4664.455027,1.46,178.2561082,rural,"Population <1,000,000"
1,afr::ner::maradi::madarounfa,Monday,11,1.709025819,301,0.783480152,11,3.65448505,Second administrative level,weekly,NER,384183.3,3666.473935,2.47,104.7827714,rural,"Population <1,000,000"
