"outbreak_number","location","start_weekday","duration","threshold","total_suspected_cases","attack_rate","total_deaths","cfr","spatial_scale","temporal_scale","country","population","area","mean_R0","population_density","rural_urban","pop_cat"
1,"afr::eth::addisababa::addisababa::gulele","daily_group",17,0.948548635053322,641,2.0620799462122,2,0.31201248049922,"Third administrative level","daily","ETH",310851.2,30.51479869,2.08,10186.8999090552,"urban","Population <1,000,000"
1,"afr::eth::addisababa::addisababa::kirkos","daily_group",16,0.950813886358216,530,2.06376372825732,0,0,"Third administrative level","daily","ETH",256812.3,14.63287987,1.52,17550.3593470012,"urban","Population <1,000,000"
1,"afr::eth::addisababa::addisababa::kolfekeraniyo","daily_group",16,0.929584726300177,1134,2.00882092043501,1,0.0881834215167548,"Third administrative level","daily","ETH",564510.3,68.48846955,2.65,8242.41370422038,"urban","Population <1,000,000"
1,"afr::eth::addisababa::addisababa::lideta","daily_group",14,1.17488991965643,536,2.5197722127095,2,0.373134328358209,"Third administrative level","daily","ETH",212717.6,9.182276688,2.53,23166.1065363009,"urban","Population <1,000,000"
1,"afr::eth::addisababa::addisababa::nifassilk","daily_group",15,1.50727712808367,1352,3.23903710518246,3,0.22189349112426,"Third administrative level","daily","ETH",417408,60.4256082,2.68,6907.7997298503,"urban","Population <1,000,000"
1,"afr::eth::addisababa::addisababa::yeka","daily_group",16,1.15352314810061,971,2.47060177106971,4,0.411946446961895,"Third administrative level","daily","ETH",393021.7,85.40447794,2.14,4601.88633523541,"urban","Population <1,000,000"
1,"afr::eth::afar","daily_group",12,1.36525465602616,1004,0.594340842189557,4,0.398406374501992,"First administrative level","daily","ETH",1689266.4,94556.87821,1.53,17.8650821809952,"rural","Population >1,000,000"
1,"afr::eth::afar::zone1","daily_group",12,2.61754310113891,1783,3.43045438549647,33,1.8508132361189,"Second administrative level","daily","ETH",519756.2,32542.28374,2.62,15.9717186461973,"rural","Population <1,000,000"
1,"afr::eth::afar::zone1::afambo","daily_group",7,6.58629733061035,363,14.0750236261164,6,1.65289256198347,"Third administrative level","daily","ETH",25790.4,1709.912354,2.17,15.082878335646,"rural","Population <100,000"
1,"afr::eth::afar::zone1::asaita","daily_group",12,8.26539609927752,1078,16.8895902281657,12,1.11317254174397,"Third administrative level","daily","ETH",63826.3,1677.24738,2.79,38.0541956786363,"rural","Population <100,000"
1,"afr::eth::afar::zone1::mile","daily_group",6,1.84338997257469,121,1.47132502660412,3,2.47933884297521,"Third administrative level","daily","ETH",82238.8,4067.788313,1.41,20.2170795705317,"rural","Population <100,000"
1,"afr::eth::afar::zone2","daily_group",5,0.284814091886719,165,0.34886217083318,0,0,"Second administrative level","daily","ETH",472966.2,29871.38838,1.9,15.8334187210618,"rural","Population <1,000,000"
1,"afr::eth::afar::zone2::dalol","daily_group",5,0.289352263854121,24,0.331300487061325,0,0,"Third administrative level","daily","ETH",72441.8,2232.222703,1.63,32.4527655339414,"rural","Population <100,000"
1,"afr::eth::afar::zone2::erebti","daily_group",9,0.645578581649397,29,0.513921428169927,2,6.89655172413793,"Third administrative level","daily","ETH",56428.9,2613.389615,2.06,21.5922263087435,"rural","Population <100,000"
1,"afr::eth::afar::zone4","daily_group",10,0.120042419321878,52,0.170422394567786,0,0,"Second administrative level","daily","ETH",305124.2,11141.99142,2.55,27.3850686558867,"rural","Population <1,000,000"
1,"afr::eth::afar::zone4::ewa","daily_group",8,0.352713840474116,52,0.807714694685726,0,0,"Third administrative level","daily","ETH",64379.2,1444.345005,2.55,44.5732839294861,"rural","Population <100,000"
1,"afr::eth::amhara","daily_group",11,0.192547505790586,2461,0.1193468579527,0,0,"First administrative level","daily","ETH",20620568,155377.0619,1.22,132.713077128922,"rural","Population >1,000,000"
1,"afr::eth::amhara::awi","daily_group",12,0.105754314939809,94,0.0794126002029668,0,0,"Second administrative level","daily","ETH",1183691.3,9070.495293,1.66,130.499081005366,"rural","Population >1,000,000"
1,"afr::eth::amhara::awi::ankasha","daily_group",12,0.657948213269818,58,0.617141658200781,0,0,"Third administrative level","daily","ETH",93981.7,537.9821993,1.82,174.692954752564,"rural","Population <100,000"
1,"afr::eth::amhara::bahirdar::bahirdar","daily_group",16,1.71820683012845,508,1.31125188175857,12,2.36220472440945,"Third administrative level","daily","ETH",387416,213.437952,1.99,1815.1223639927,"urban","Population <1,000,000"
1,"afr::eth::amhara::centralgondar::gondarzuria","daily_group",12,0.323119855322548,92,0.603236597938197,0,0,"Third administrative level","daily","ETH",152510.6,1108.768227,2.08,137.54957644543,"rural","Population <1,000,000"
1,"afr::eth::amhara::centralgondar::layarmacho","daily_group",13,0.106568048302417,41,0.212917814697236,0,0,"Third administrative level","daily","ETH",192562.6,1059.351658,1.9,181.774011062151,"rural","Population <1,000,000"
1,"afr::eth::amhara::centralgondar::tsegede","daily_group",7,1.15553999485479,120,1.38728636941467,0,0,"Third administrative level","daily","ETH",86499.8,1879.401975,2.08,46.0251724488052,"rural","Population <100,000"
1,"afr::eth::amhara::centralgondar::wegera","daily_group",11,0.684987114236103,209,0.943998102970319,0,0,"Third administrative level","daily","ETH",221398.8,1238.477778,1.38,178.766873280144,"rural","Population <1,000,000"
1,"afr::eth::amhara::eastgojam","daily_group",8,0.0707867896831534,67,0.025139003210382,1,1.49253731343284,"Second administrative level","daily","ETH",2665181.3,14081.30865,2.02,189.270853032541,"rural","Population >1,000,000"
1,"afr::eth::amhara::eastgojam::debremarkos","daily_group",10,0.267623248574974,27,0.274537002797878,0,0,"Third administrative level","daily","ETH",98347.4,65.84129944,1.98,1493.70381259899,"urban","Population <100,000"
1,"afr::eth::amhara::gondar::gondar","daily_group",11,0.329886231719849,44,0.134718561634412,0,0,"Third administrative level","daily","ETH",326606.8,292.8305431,2,1115.34403666514,"urban","Population <1,000,000"
