id,outbreak_number,start_weekday,who_region,country,location,start_date,end_date,total_suspected_cases,total_confirmed_cases,total_deaths,duration,right_censored,EpiPeriod,temporal_scale,spatial_scale,location_period_id,threshold.per.week,population,run_country,duplicated_at_same_spatial_scale,manually_selected,duplicated_at_different_spatial_scale,time_to_peak (weeks)
afr::cod::kongocentral_1,1,Monday,AFR,COD,afr::cod::kongocentral,12/12/2016,1/1/2017,74,,3,21,yes,complete,weekly,admin1,3457,0,3040519.5,COD,|afr::cod::kongocentral,yes,|afr::cod::kongocentral::moandahealthdistrict_6,3
afr::cod::sudkivu_1,1,Monday,AFR,COD,afr::cod::sudkivu,12/26/2016,1/29/2017,689,,,35,no,complete,weekly,admin1,7717,0,5430491.5,COD,|afr::cod::sudkivu,yes,|afr::cod::sudkivu::fizihealthdistrict_4|afr::cod::sudkivu::kimbilulengehealthdistrict_2,3
afr::cod::tanganyika_1,1,Monday,AFR,COD,afr::cod::tanganyika,12/19/2016,6/4/2017,3004.5,,,168,no,complete,weekly,admin1,14692,0,3900439.5,COD,|afr::cod::tanganyika,yes,|afr::cod::tanganyika::kabalohealthdistrict_1|afr::cod::tanganyika::kansimbahealthdistrict_1,3
afr::eth::oromia::westarsi::shashemene_2,2,daily_group,AFR,ETH,afr::eth::oromia::westarsi::shashemene,6/27/2016,10/9/2016,72,5,1,105,no,complete,daily,admin3,16124,0,296126.6,ETH,|afr::eth::oromia::westarsi::shashemenetown,yes,|afr::eth::oromia::westarsi::shashemene_2,3.71
afr::eth::oromia::westarsi::shashemene_3,3,daily_group,AFR,ETH,afr::eth::oromia::westarsi::shashemene,10/14/2019,12/29/2019,38,0,0,77,no,complete,daily,admin3,16124,0,322117.9,ETH,|afr::eth::oromia::westarsi::shashemenetown,yes,|afr::eth::oromia::westarsi::shashemene_3,4.57
afr::eth::oromia::westarsi::shashemenetown_2,2,daily_group,AFR,ETH,afr::eth::oromia::westarsi::shashemenetown,7/4/2016,12/18/2016,92,2,0,168,no,complete,daily,admin3,16122,0,123962.6,ETH,|afr::eth::oromia::westarsi::shashemenetown,yes,|afr::eth::oromia::westarsi::shashemenetown_2,3.57
afr::eth::oromia::westarsi::shashemenetown_4,4,daily_group,AFR,ETH,afr::eth::oromia::westarsi::shashemenetown,9/23/2019,1/5/2020,48.5,0,0,105,yes,complete,daily,admin3,16122,0,135633.4,ETH,|afr::eth::oromia::westarsi::shashemenetown,yes,|afr::eth::oromia::westarsi::shashemenetown_4,9.57
afr::eth::somali::jarar::degehabur_1,1,Monday,AFR,ETH,afr::eth::somali::jarar::degehabur,11/7/2016,12/11/2016,163.5,,,35,yes,complete,weekly,admin3,16482,0,44559.9,ETH,|afr::eth::somali::jarar::degehaburcity,yes,|afr::eth::somali::jarar::degehabur_1,3
afr::eth::somali::jarar::degehabur_1,1,daily_group,AFR,ETH,afr::eth::somali::jarar::degehabur,2/6/2017,4/23/2017,419,0,4,77,no,complete,daily,admin3,16482,0,45195.8,ETH,|afr::eth::somali::jarar::degehaburcity,yes,|afr::eth::somali::jarar::degehabur_1,7.14
afr::eth::somali::jarar::degehaburcity_3,3,daily_group,AFR,ETH,afr::eth::somali::jarar::degehaburcity,11/7/2016,4/23/2017,1729,4,5,168,no,complete,daily,admin3,16483,0,39182,ETH,|afr::eth::somali::jarar::degehaburcity|afr::eth::somali::jarar::degehaburcity,yes,,3.14
afr::eth::somali::korahe::kebridehar_1,1,Monday,AFR,ETH,afr::eth::somali::korahe::kebridehar,2/27/2017,5/7/2017,271,,,70,no,complete,weekly,admin3,16494,0,58527.1,ETH,|afr::eth::somali::korahe::kebrideharcity,yes,|afr::eth::somali::korahe::kebridehar_1,3
afr::eth::somali::korahe::kebrideharcity_2,2,daily_group,AFR,ETH,afr::eth::somali::korahe::kebrideharcity,11/14/2016,4/16/2017,2251,0,3,154,no,complete,daily,admin3,16495,0,37000,ETH,|afr::eth::somali::korahe::kebrideharcity,yes,,12.71
afr::sle::southern::bo_2,2,Monday,AFR,SLE,afr::sle::southern::bo,7/16/2012,9/23/2012,506,,9,70,yes,complete,weekly,admin2,10067,0,583409.9,SLE,|afr::sle::southern::bonthe,yes,|afr::sle::southern::bo::kakua_1,5
afr::sle::southern::bonthe_1,1,Monday,AFR,SLE,afr::sle::southern::bonthe,8/13/2012,9/23/2012,225,,5,42,yes,complete,weekly,admin2,3331,0,156243.5,SLE,|afr::sle::southern::bonthe,yes,,3
afr::tza::morogoro_1,1,Monday,AFR,TZA,afr::tza::morogoro,10/3/2016,12/11/2016,599,,,70,yes,complete,weekly,admin1,14149,0,2441103,TZA,|afr::tza::morogoro,yes,|afr::tza::morogoro::kilosa_4,10
afr::ben::atlantique::abomeycalavi_1,1,Monday,AFR,BEN,afr::ben::atlantique::abomeycalavi,9/30/2013,12/8/2013,16.5,,,70,no,complete,weekly,admin2,4754,0,655431.6,BEN,,yes,,3
afr::ben::atlantique::soava_1,1,Monday,AFR,BEN,afr::ben::atlantique::soava,5/9/2011,6/19/2011,62,,0,42,no,complete,weekly,admin2,8540,0,571137.2,BEN,,yes,,3
afr::ben::atlantique::soava_2,2,Monday,AFR,BEN,afr::ben::atlantique::soava,8/26/2013,4/6/2014,311.5,,,224,no,complete,weekly,admin2,8540,0,655431.6,BEN,,yes,,5
afr::ben::collines::savalou_1,1,Monday,AFR,BEN,afr::ben::collines::savalou,9/24/2012,1/13/2013,202,,2,112,no,complete,weekly,admin2,5445,0,140346.2,BEN,,yes,,4
afr::ben::donga::djougou_1,1,Monday,AFR,BEN,afr::ben::donga::djougou,9/10/2012,11/25/2012,215,,1,77,no,complete,weekly,admin2,1355,0,258545.8,BEN,,yes,,5
afr::ben::oueme::aguegues_1,1,Monday,AFR,BEN,afr::ben::oueme::aguegues,1/11/2010,2/21/2010,48,,0,42,no,complete,weekly,admin2,2959,0,38940.6,BEN,,yes,,3
afr::ben::oueme::bonou_1,1,Monday,AFR,BEN,afr::ben::oueme::bonou,1/11/2010,2/21/2010,59,,2,42,no,complete,weekly,admin2,8311,0,39799,BEN,,yes,,3
afr::civ::abidjan::abidjanville_1,1,Monday,AFR,CIV,afr::civ::abidjan::abidjanville,11/10/2014,12/21/2014,22,,0,42,yes,complete,weekly,admin2,15289,0,4410154,CIV,,yes,,3
afr::civ::comoe::sudcomoe::aboisso_1,1,Monday,AFR,CIV,afr::civ::comoe::sudcomoe::aboisso,5/21/2012,7/22/2012,197,,11,63,no,complete,weekly,admin3,15284,0,301289.7,CIV,,yes,,3
afr::civ::comoe::sudcomoe::adiake_1,1,Monday,AFR,CIV,afr::civ::comoe::sudcomoe::adiake,5/21/2012,7/22/2012,128,,8,63,no,complete,weekly,admin3,15285,0,82065.2,CIV,,yes,,3
afr::cmr::adamaoua::ngaoundereurbanhealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::adamaoua::ngaoundereurbanhealthdistrict,7/11/2011,10/23/2011,49,,2,105,no,complete,weekly,admin2,13004,0,64513,CMR,,yes,,3
afr::cmr::centre::bafiahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::centre::bafiahealthdistrict,10/31/2011,12/25/2011,46,,3,56,no,complete,weekly,admin2,13012,0,144066,CMR,,yes,,3
afr::cmr::centre::biyemassihealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::centre::biyemassihealthdistrict,2/28/2011,12/4/2011,1012,,20,280,no,complete,weekly,admin2,13013,0,260006,CMR,,yes,,6
afr::cmr::centre::citevertehealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::centre::citevertehealthdistrict,3/7/2011,1/29/2012,559,,29,329,no,complete,weekly,admin2,13014,0,48548.8,CMR,,yes,,3
afr::cmr::centre::djoungolohealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::centre::djoungolohealthdistrict,2/28/2011,11/27/2011,507,,17,273,no,complete,weekly,admin2,13015,0,184459.9,CMR,,yes,,4
afr::cmr::centre::efoulanhealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::centre::efoulanhealthdistrict,3/7/2011,5/15/2011,101,,9,70,no,complete,weekly,admin2,13017,0,505025.8,CMR,,yes,,3
afr::cmr::centre::efoulanhealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::centre::efoulanhealthdistrict,9/26/2011,11/13/2011,42,,7,49,no,complete,weekly,admin2,13017,0,505025.8,CMR,,yes,,3
afr::cmr::centre::nkolndongohealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::centre::nkolndongohealthdistrict,3/7/2011,12/11/2011,224,,14,280,no,complete,weekly,admin2,13033,0,789491.2,CMR,,yes,,4
afr::cmr::centre::obalahealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::centre::obalahealthdistrict,3/14/2011,12/25/2011,801,,6,287,no,complete,weekly,admin2,13035,0,55407.3,CMR,,yes,,8
afr::cmr::farnorth_1,1,Monday,AFR,CMR,afr::cmr::farnorth,7/8/2019,12/8/2019,328,,11,154,yes,complete,weekly,admin1,2570,0,4521621,CMR,,yes,|afr::cmr::farnorth::kaelehealthdistrict_2,9
afr::cmr::farnorth::bogohealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::bogohealthdistrict,8/15/2011,9/25/2011,15,,1,42,no,complete,weekly,admin2,13054,0,138928.4,CMR,,yes,,3
afr::cmr::farnorth::bourhahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::bourhahealthdistrict,7/7/2014,11/30/2014,55,,2,147,no,complete,weekly,admin2,13055,0,222906.5,CMR,,yes,,3
afr::cmr::farnorth::fotokolhealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::fotokolhealthdistrict,10/15/2018,12/9/2018,270,,,56,no,complete,weekly,admin2,15273,0,65892.2,CMR,,yes,,3
afr::cmr::farnorth::goulfeyhealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::goulfeyhealthdistrict,6/27/2011,9/18/2011,63,,4,84,no,complete,weekly,admin2,13057,0,102444.6,CMR,,yes,,3
afr::cmr::farnorth::guerehealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::guerehealthdistrict,6/7/2010,12/26/2010,498,,25,203,no,complete,weekly,admin2,13058,0,69342.2,CMR,,yes,,3
afr::cmr::farnorth::guerehealthdistrict_4,4,Monday,AFR,CMR,afr::cmr::farnorth::guerehealthdistrict,4/25/2011,10/30/2011,509,,11,189,no,complete,weekly,admin2,13058,0,70781.3,CMR,,yes,,5
afr::cmr::farnorth::guidiguishealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::guidiguishealthdistrict,9/20/2010,12/12/2010,54,,6,84,no,complete,weekly,admin2,13059,0,82879.1,CMR,,yes,,3
afr::cmr::farnorth::hinahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::hinahealthdistrict,6/28/2010,11/28/2010,54,,10,154,no,complete,weekly,admin2,13060,0,209218.5,CMR,,yes,,12
afr::cmr::farnorth::hinahealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::hinahealthdistrict,6/23/2014,11/16/2014,406,,16,147,no,complete,weekly,admin2,13060,0,242527.4,CMR,,yes,,4
afr::cmr::farnorth::kaelehealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::kaelehealthdistrict,6/27/2011,11/27/2011,307,,25,154,no,complete,weekly,admin2,13061,0,167732.3,CMR,,yes,,3
afr::cmr::farnorth::kolofatahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::kolofatahealthdistrict,7/26/2010,12/12/2010,1416,,63,140,no,complete,weekly,admin2,13063,0,132745,CMR,,yes,,8
afr::cmr::farnorth::kousserihealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::kousserihealthdistrict,9/13/2010,1/30/2011,276,,18,140,no,complete,weekly,admin2,13083,0,174240.7,CMR,,yes,,3
afr::cmr::farnorth::kousserihealthdistrict_4,4,Monday,AFR,CMR,afr::cmr::farnorth::kousserihealthdistrict,4/11/2011,10/30/2011,869,,31,203,no,complete,weekly,admin2,13083,0,177166.1,CMR,,yes,,20
afr::cmr::farnorth::kozahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::kozahealthdistrict,6/14/2010,11/7/2010,825,,42,147,no,complete,weekly,admin2,13064,0,68798.6,CMR,,yes,,9
afr::cmr::farnorth::kozahealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::kozahealthdistrict,7/21/2014,11/16/2014,146,,12,119,no,complete,weekly,admin2,13064,0,85076.6,CMR,,yes,,12
afr::cmr::farnorth::madahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::madahealthdistrict,8/9/2010,12/26/2010,628,,26,140,no,complete,weekly,admin2,13065,0,52409.1,CMR,,yes,,3
afr::cmr::farnorth::madahealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::madahealthdistrict,9/19/2011,12/4/2011,124,,11,77,no,complete,weekly,admin2,13065,0,60609.7,CMR,,yes,,3
afr::cmr::farnorth::magahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::magahealthdistrict,11/1/2010,1/30/2011,222,,4,91,no,complete,weekly,admin2,13066,0,159700.8,CMR,,yes,,3
afr::cmr::farnorth::magahealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::magahealthdistrict,7/4/2011,10/23/2011,1202,,15,112,no,complete,weekly,admin2,13066,0,159700.8,CMR,,yes,,7
afr::cmr::farnorth::mindifhealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::mindifhealthdistrict,9/12/2011,11/27/2011,146,,4,77,no,complete,weekly,admin2,13072,0,122106.2,CMR,,yes,,3
afr::cmr::farnorth::mogodehealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::mogodehealthdistrict,7/19/2010,11/7/2010,486,,38,112,no,complete,weekly,admin2,13073,0,78226.3,CMR,,yes,,4
afr::cmr::farnorth::mogodehealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::mogodehealthdistrict,5/19/2014,11/16/2014,1198,,55,182,no,complete,weekly,admin2,13073,0,98466,CMR,,yes,,7
afr::cmr::farnorth::mokolohealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::mokolohealthdistrict,7/5/2010,11/7/2010,1883,,94,126,no,complete,weekly,admin2,13074,0,229798.2,CMR,,yes,,8
afr::cmr::farnorth::mokolohealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::mokolohealthdistrict,9/8/2014,10/26/2014,59,,6,49,no,complete,weekly,admin2,13074,0,242874.4,CMR,,yes,,3
afr::cmr::farnorth::morahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::morahealthdistrict,8/30/2010,11/21/2010,197,,17,84,no,complete,weekly,admin2,13075,0,227090.4,CMR,,yes,,4
afr::cmr::farnorth::morahealthdistrict_3,3,Monday,AFR,CMR,afr::cmr::farnorth::morahealthdistrict,8/8/2011,11/20/2011,165,,13,105,no,complete,weekly,admin2,13075,0,241114.1,CMR,,yes,,3
afr::cmr::farnorth::rouahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::farnorth::rouahealthdistrict,7/12/2010,10/10/2010,232,,38,91,no,complete,weekly,admin2,13079,0,30381.2,CMR,,yes,,4
afr::cmr::farnorth::tokomberehealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::tokomberehealthdistrict,8/16/2010,11/21/2010,316,,19,98,no,complete,weekly,admin2,13080,0,98185.8,CMR,,yes,,3
afr::cmr::farnorth::tokomberehealthdistrict_3,3,Monday,AFR,CMR,afr::cmr::farnorth::tokomberehealthdistrict,8/15/2011,10/9/2011,31,,2,56,no,complete,weekly,admin2,13080,0,98498.6,CMR,,yes,,4
afr::cmr::farnorth::velehealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::velehealthdistrict,9/27/2010,1/23/2011,186,,6,119,no,complete,weekly,admin2,13081,0,73362.8,CMR,,yes,,3
afr::cmr::farnorth::velehealthdistrict_3,3,Monday,AFR,CMR,afr::cmr::farnorth::velehealthdistrict,8/8/2011,10/23/2011,71,,1,77,no,complete,weekly,admin2,13081,0,84902.8,CMR,,yes,,3
afr::cmr::farnorth::yagouahealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::farnorth::yagouahealthdistrict,8/16/2010,12/26/2010,180,,15,133,no,complete,weekly,admin2,13082,0,165007.1,CMR,,yes,,5
afr::cmr::littoral::bonassamahealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::littoral::bonassamahealthdistrict,1/10/2011,5/22/2011,248,,3,133,no,complete,weekly,admin2,13088,0,410201,CMR,,yes,,7
afr::cmr::littoral::bonassamahealthdistrict_4,4,Monday,AFR,CMR,afr::cmr::littoral::bonassamahealthdistrict,8/1/2011,1/29/2012,375,,10,182,no,complete,weekly,admin2,13088,0,410201,CMR,,yes,,3
afr::cmr::littoral::citedespalmiershealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::littoral::citedespalmiershealthdistrict,9/5/2011,2/19/2012,151,,4,168,no,complete,weekly,admin2,13089,0,246338.3,CMR,,yes,,6
afr::cmr::littoral::deidohealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::littoral::deidohealthdistrict,1/17/2011,6/12/2011,201,,9,147,no,complete,weekly,admin2,13090,0,185690.6,CMR,,yes,,4
afr::cmr::littoral::deidohealthdistrict_4,4,Monday,AFR,CMR,afr::cmr::littoral::deidohealthdistrict,9/5/2011,1/22/2012,1338,,20,140,no,complete,weekly,admin2,13090,0,185690.6,CMR,,yes,,10
afr::cmr::littoral::edeahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::littoral::edeahealthdistrict,6/20/2011,9/25/2011,49,,1,98,no,complete,weekly,admin2,13092,0,212047.8,CMR,,yes,,4
afr::cmr::littoral::logbabahealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::littoral::logbabahealthdistrict,10/11/2010,12/5/2010,12,,0,56,no,complete,weekly,admin2,13094,0,74558.8,CMR,,yes,,3
afr::cmr::littoral::logbabahealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::littoral::logbabahealthdistrict,1/10/2011,5/22/2011,90,,4,133,no,complete,weekly,admin2,13094,0,78728.1,CMR,,yes,,3
afr::cmr::littoral::logbabahealthdistrict_3,3,Monday,AFR,CMR,afr::cmr::littoral::logbabahealthdistrict,8/15/2011,2/12/2012,144,,1,182,no,complete,weekly,admin2,13094,0,78728.1,CMR,,yes,,11
afr::cmr::littoral::newbellhealthdistrict_4,4,Monday,AFR,CMR,afr::cmr::littoral::newbellhealthdistrict,1/24/2011,12/25/2011,941,,10,336,no,complete,weekly,admin2,13101,0,77276.9,CMR,,yes,,38
afr::cmr::littoral::nylonhealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::littoral::nylonhealthdistrict,10/4/2010,12/5/2010,27,,0,63,no,complete,weekly,admin2,13106,0,76085.2,CMR,,yes,,3
afr::cmr::littoral::nylonhealthdistrict_4,4,Monday,AFR,CMR,afr::cmr::littoral::nylonhealthdistrict,8/8/2011,2/12/2012,1267,,13,189,no,complete,weekly,admin2,13106,0,80460.7,CMR,,yes,,13
afr::cmr::north_3,3,Monday,AFR,CMR,afr::cmr::north,8/27/2018,12/9/2018,448,,,105,no,complete,weekly,admin1,5543,0,2883205.5,CMR,,yes,|afr::cmr::north::garoua1healthdistrict_3|afr::cmr::north::pitoahealthdistrict_5,8
afr::cmr::north_4,4,Monday,AFR,CMR,afr::cmr::north,10/28/2019,12/1/2019,136,,,35,no,complete,weekly,admin1,5543,0,3002178.3,CMR,,yes,|afr::cmr::north::garoua2healthdistrict_2,3
afr::cmr::north::bibemihealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::north::bibemihealthdistrict,4/25/2011,11/13/2011,1386,,84,203,no,complete,weekly,admin2,13122,0,163591.1,CMR,,yes,,5
afr::cmr::north::figuilhealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::north::figuilhealthdistrict,8/23/2010,12/5/2010,123,,8,105,no,complete,weekly,admin2,13109,0,87956.9,CMR,,yes,,10
afr::cmr::north::figuilhealthdistrict_3,3,Monday,AFR,CMR,afr::cmr::north::figuilhealthdistrict,7/18/2011,11/27/2011,425,,18,133,no,complete,weekly,admin2,13109,0,96327.8,CMR,,yes,,3
afr::cmr::north::figuilhealthdistrict_4,4,Monday,AFR,CMR,afr::cmr::north::figuilhealthdistrict,8/11/2014,11/9/2014,25,,0,91,no,complete,weekly,admin2,13109,0,96108,CMR,,yes,,4
afr::cmr::north::garoua1healthdistrict_1,1,Monday,AFR,CMR,afr::cmr::north::garoua1healthdistrict,8/29/2011,10/30/2011,94,,4,63,no,complete,weekly,admin2,13110,0,98207.6,CMR,,yes,,3
afr::cmr::north::garoua1healthdistrict_3,3,Monday,AFR,CMR,afr::cmr::north::garoua1healthdistrict,9/10/2018,12/2/2018,119,,,84,yes,complete,weekly,admin2,13110,0,113610.4,CMR,,yes,|afr::cmr::north::garoua1healthdistrict_3,3
afr::cmr::north::garoua2healthdistrict_1,1,Monday,AFR,CMR,afr::cmr::north::garoua2healthdistrict,8/29/2011,12/18/2011,63,,1,112,no,complete,weekly,admin2,13111,0,69623.8,CMR,,yes,,3
afr::cmr::north::golombehealthdistrict_1,1,Monday,AFR,CMR,afr::cmr::north::golombehealthdistrict,9/20/2010,11/7/2010,22,,0,49,no,complete,weekly,admin2,13112,0,76209,CMR,,yes,,3
afr::cmr::north::golombehealthdistrict_3,3,Monday,AFR,CMR,afr::cmr::north::golombehealthdistrict,7/4/2011,9/18/2011,91,,4,77,no,complete,weekly,admin2,13112,0,78159.7,CMR,,yes,,7
afr::cmr::north::guiderhealthdistrict_2,2,Monday,AFR,CMR,afr::cmr::north::guiderhealthdistrict,8/22/2011,11/27/2011,76,,1,98,no,complete,weekly,admin2,13113,0,207495.4,CMR,,yes,,12
